Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Managing Director, SERIFED",Internal,"Secretary SERIFED, Assistant Engineer Civil, Accounts In-Charge, Junior Engineer Civil, Office Assistant Engg. Cell",Laxman Behera,15-May-2026 12:20 PM,techsummary_589177.pdf (476.58 KB),26-May-2026,"INR 2,755,876",120.0,Laxman Behera,26-May-2026 05:07 PM,AOCLANDSCAPINGANDSHOPFACADE.pdf (409.00 KB),L1 1st Lowest Rate Quoted,1.0,3475318.0,JYOTI RANJAN BEHERA,05-May-2026 12:03 PM,Rejected-AOC,L2 2nd Lowest Rate Quoted,26-May-2026 05:07 PM,Finance,TOTAL TWO NOS OF BIDDERS HAVE PARTICIPATED IN TENDER,Laxman Behera,06-May-2026 12:11 PM,,BOQ Comparative Chart,1.0,3474777.0,LAXMIDHAR SETHY,INR,"2,755,876",Odisha Cooperative Tasar and Silk Federation LTD,2026_SERIF_128440_3,VI-13(10)/SERIFED/2025-26/606,Landscaping and Shop Facade at Existing Pipili Applique Pipili Puri,"Managing Director, SERIFED",Internal,"Secretary SERIFED, Assistant Engineer Civil, Accounts In-Charge, Junior Engineer Civil, Office Assistant Engg. Cell",Laxman Behera,15-May-2026 12:28 PM,finsummary_589177.pdf (476.58 KB),AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GSTIN, AFFIDAVIT, PAN, GST AND IT RETURN","Managing Director, SERIFED","Office of the Managing Director, SERIFED, Saheed Nagar, Bhubaneswar-751007",30-Apr-2026 10:00 AM,06-May-2026 11:30 AM,30-Apr-2026 10:00 AM,05-May-2026 05:00 PM,NA ,NA ,30-Apr-2026 10:00 AM,05-May-2026 05:00 PM,Odisha Cooperative Tasar and Silk Federation LTD,VI-13(10)/SERIFED/2025-26/606,2026_SERIF_128440_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Landscaping and Shop Facade at Existing Pipili Applique Pipili Puri,Landscaping and Shop Facade at Existing Pipili Applique Pipili Puri,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,120.0,"Pipili, Puri",752104.0,NA ,NA ,NA ,"SERIFED, Bhubaneswar",No ,No,"7,080",Nil,Nil,No,"30,617",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2.0,3474777.0,LAXMIDHAR SETHY,04-May-2026 08:00 PM,Accepted-AOC,L1 1st Lowest Rate Quoted,26-May-2026 05:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,.pdf,All other documents as per DTCN and Tender Criterion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
