Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
07-Nov-2025 09:00 AM,24-Nov-2025 11:00 AM,07-Nov-2025 09:00 AM,20-Nov-2025 05:00 PM,07-Nov-2025 09:00 AM ,20-Nov-2025 05:00 PM ,07-Nov-2025 09:00 AM,20-Nov-2025 05:00 PM,"2,120",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RW Division Nayagarh-II,ONLINE TENDER 04/ RWD-II/2025-26,2025_CERWI_120896_21,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN,GST,RC as per DTCN",SR to E type quarter at GHD Satapatana for the year 2025-26,BLDG WORKS,Please refer Tender documents. ,NA ,"2,12,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,NAYAGARH,752069.0,NA ,NA ,NA ,NAYAGARH,No ,No,"2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"S E RWD-II,NAYAGARH",NEAR DRDA NGRH,AOC,"S E RWD-II,NAYAGARH",Internal,"DAO, AE ESTR",Divya Rani Prusty,06-May-2026 11:35 AM,techsummary_562438.pdf (1581.14 KB),"S E RWD-II,NAYAGARH",Internal,"DAO, AE ESTR",Divya Rani Prusty,06-May-2026 11:42 AM,finsummary_562438.pdf (1581.14 KB),Finance,CS,Divya Rani Prusty,06-May-2026 11:31 AM,finance_562438.pdf,BOQ Comparative Chart,1,3231318,AJAYA KUMAR SAHOO,17-Nov-2025 03:56 PM,Rejected-AOC,R,06-May-2026 11:52 AM,1.0,3240398.0,SONALI GURU,INR,"180,017",CE RW I||RWCIRCLE-BHUBANESWAR||RW Division Nayagarh-II,2025_CERWI_120896_21,ONLINE TENDER 04/ RWD-II/2025-26,SR to E type quarter at GHD Satapatana for the year 2025-26,06-May-2026,"INR 180,017",60.0,Divya Rani Prusty,06-May-2026 11:51 AM,AOC21.pdf (2052.00 KB),71 P1 25-26 DTD 2.2.26,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,2,3238637,AJIT KUMAR JENA,19-Nov-2025 04:49 PM,Rejected-AOC,R,06-May-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3240201,ASHOK KUMAR ROUT,20-Nov-2025 10:18 AM,Rejected-AOC,R,06-May-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3239655,ASHWINI KUMAR PATTNAIK,19-Nov-2025 11:31 PM,Rejected-AOC,R,06-May-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3236916,ASWINI KUMAR BEHERA,19-Nov-2025 06:20 AM,Rejected-AOC,R,06-May-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3240081,BHABANI SANKAR PRADHAN,20-Nov-2025 07:40 AM,Rejected-AOC,RR,06-May-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3241308,DEBASMITA MISHRA,20-Nov-2025 01:41 PM,Rejected-AOC,R,06-May-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3234476,DUHKHA BEHERA,20-Nov-2025 02:37 PM,Rejected-AOC,R,06-May-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3232924,GOBINDA CHANDRA BISWAL,17-Nov-2025 04:40 PM,Rejected-AOC,R,06-May-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3232499,JANARDAN NAYAK,17-Nov-2025 05:09 PM,Rejected-AOC,R,06-May-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
