Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,TENDER HAS BEEN OPENED,Roupya Ranjan Behera,08-Mar-2024 12:48 PM,finance_496607.pdf,BOQ Comparative Chart,1.0,2467662.0,KUNJA BIHARI TANDI,INR,"2,624,071",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2024_RWSS_101797_12,BID No 31 OF 2023 - 24,Construction of 6.00mtr ID percolation well of RPWS to village Jhaliality under Khaprakhol Block.,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,26-Nov-2024 07:43 PM,finsummary_496607.pdf (1148.00 KB),ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,26-Nov-2024 07:34 PM,techsummary_496607.pdf (1148.00 KB),1,2469657,DEBENDRA KUMAR SAHU,05-Mar-2024 09:46 PM,Rejected-Finance,AFTER TRANSPARENT LOTTERY,26-Nov-2024 07:43 PM,21-May-2026,"INR 2,624,071",90.0,Khagendra Barik,21-May-2026 10:48 AM,JHALIALITY.pdf (924.00 KB),L1 BIDDER HAS RESPOND,AOC,1.0,ICICI BANK,28-Feb-2024 03:00 PM,07-Mar-2024 11:00 AM,28-Feb-2024 03:00 PM,06-Mar-2024 05:00 PM,NA ,NA ,28-Feb-2024 03:00 PM,06-Mar-2024 05:00 PM,"30,868",Yes,percentage,1.0%,Nil,Nil,Executive Engineer,O/o Superintending Engineer RWSS Division Balangir,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, GST, PAN, Contractor Registration certificate, Experience Certificate etc","6,000",0.0,Nil,Nil,Yes,Construction of 6.00mtr ID percolation well of RPWS to village Jhaliality under Khaprakhol Block.,Construction of 6.00mtr ID percolation well of RPWS to village Jhaliality under Khaprakhol Block.,PLEASE REFER DTCN ,NA ,"30,86,779",Civil Works - Water Works,WATER SUPPLY ,Tender,180.0,90.0,VILLAGE JHALIALITY UNDER KHAPRAKHOL BLOCK,767028.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID No 31 OF 2023 - 24,2024_RWSS_101797_12,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2470001,KAMALINI BEHERA,06-Mar-2024 02:58 PM,Rejected-Finance,AFTER TRANSPARENT LOTTERY,26-Nov-2024 07:43 PM,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2468578,KAMINI NANDA,04-Mar-2024 04:37 PM,Rejected-Finance,AFTER TRANSPARENT LOTTERY,26-Nov-2024 07:43 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2467662,KUNJA BIHARI TANDI,02-Mar-2024 02:18 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,21-May-2026 10:48 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2468316,MADHUSUDAN BARIHA,04-Mar-2024 08:39 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,21-May-2026 10:48 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2470519,ritarani meher,06-Mar-2024 02:09 PM,Rejected-Finance,AFTER TRANSPARENT LOTTERY,26-Nov-2024 07:43 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
