S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3263769.0,RANJITA SA,INR,"2,402,205",Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,2025_OLIC_121606_37,04/2025-26(3373)/OLIC(BDK)/Dt. 03.11.2025,Installation and Energization of Jagulisahi TW Project under Dhamnagar Block,Technical,Admitted,DUSHASAN JENA,21-Jan-2026 09:52 PM,technical_565757.pdf,D S Jena,Internal,,DUSHASAN JENA,25-May-2026 02:36 PM,finsummary_565757.pdf (116.87 KB),D S Jena,Internal,,DUSHASAN JENA,29-Jan-2026 06:17 PM,30-Jan-2026 11:00 AM,techsummary_565757.pdf (116.87 KB),Finance,Admitted,DUSHASAN JENA,25-May-2026 02:33 PM,finance_565757.pdf,BOQ Comparative Chart,1,3259662,AMALENDU NAYAK,28-Nov-2025 08:04 PM,Rejected-AOC,Rejected in the Lottery draw,25-May-2026 02:40 PM,25-May-2026,"INR 2,402,205",90.0,DUSHASAN JENA,25-May-2026 02:40 PM,JagulisahiTW.pdf (82.00 KB),Awarded of work including GST,AOC,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,04/2025-26(3373)/OLIC(BDK)/Dt. 03.11.2025,2025_OLIC_121606_37,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,Installation and Energization of Jagulisahi TW Project under Dhamnagar Block,Installation and Energization of Jagulisahi TW Project under Dhamnagar Block,Please refer Tender documents. ,NA ,"23,94,738",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,"L.I. Division, Bhadrak",756100.0,NA ,NA ,NA ,"L.I. Division, Bhadrak",No ,No,"7,080",0.0,Nil,Nil,No,21-Nov-2025 11:00 AM,01-Dec-2025 11:00 AM,21-Nov-2025 11:00 AM,29-Nov-2025 05:00 PM,21-Nov-2025 11:00 AM ,29-Nov-2025 05:00 PM ,21-Nov-2025 11:00 AM,29-Nov-2025 05:00 PM,30-Jan-2026 11:00 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,DTCN,"E.E. L.I. Division, Bhadrak","E.E. L.I. Division, Bhadrak","23,947",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3265588,BIKASH CHANDRA TRIPATHY,29-Nov-2025 12:29 PM,Rejected-AOC,Rejected in the Lottery draw,25-May-2026 02:40 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3263330,BRAHMA SWARUP MOHAPATRA,28-Nov-2025 11:37 PM,Rejected-AOC,Rejected in the Lottery draw,25-May-2026 02:40 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3259535,KAMALAKANTA DAS,28-Nov-2025 12:16 PM,Rejected-AOC,Rejected in the Lottery draw,25-May-2026 02:40 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3260439,LAKSHMIMANI GIRI,28-Nov-2025 02:04 PM,Rejected-AOC,Rejected in the Lottery draw,25-May-2026 02:40 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3261705,POWERTECH ENGINEERING.TAPAS RANJAN PATI,28-Nov-2025 01:32 PM,Rejected-AOC,Rejected in the Lottery draw,25-May-2026 02:40 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3260727,RAJENDRA KUMAR SAHU,27-Nov-2025 05:40 PM,Rejected-AOC,Rejected in the Lottery draw,25-May-2026 02:40 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3263769,RANJITA SA,29-Nov-2025 10:59 AM,Accepted-AOC,Awarded of work through lottery draw in the presence of Tender Committee,25-May-2026 02:40 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
