Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN, Contractor RC, Affidavits, NRC, Undertakings and Other documents as per DTCN",1.0,ICICI BANK,"Extension of Bhandaria, Rankotha, Pathureswar Drainage Channel under Subarnarekha Sanskar Yojna in Bhograi Block of Balasore District (Phase-1) (Rankotha Extension-1)",STRUCTURAL WORKS,Please refer Tender documents. ,NA ,"6,30,68,437",Civil Works - Others,NA ,Tender,90.0,330.0,Bhograi Block,756038.0,NA ,NA ,NA ,"O/O the A.C.E., Drainage Circle, Balasore.",No ,No,"CE,Drainage,Cuttack||SE,Drainage,Balasore",ACEDCBLS/DDBLS-02-15/2025-26,2025_CEDC_122341_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,01-Dec-2025 10:00 AM,16-Dec-2025 11:30 AM,01-Dec-2025 10:00 AM,15-Dec-2025 05:00 PM,01-Dec-2025 10:00 AM ,08-Dec-2025 05:00 PM ,01-Dec-2025 10:00 AM,15-Dec-2025 05:00 PM,09-Feb-2026 11:00 AM,"6,30,685",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,"A. C. E., Drainage Circle, Balasore","Office of the Additional Chief Engineer, Drainage Circle, Balasore",AOC,06-May-2026,"INR 53,614,478",330.0,Dipak Ranjan Behera,06-May-2026 11:27 AM,rankotha1.pdf (560.00 KB),awarded,Abinash Roul C E Drainage Cuttack,Internal,DEEPAK RANJAN BEHERA ACE DC BALASORE NABA KUMAR MAHALIK SE DD BALASORE SWATI ROY DAO SE DD BALASORE SUBASH SAA ESTIMATOR DD BALASORE,Dipak Ranjan Behera,27-Mar-2026 12:46 PM,finsummary_568519.pdf (1016.39 KB),Technical,successfully downloaded of 54 nos of technical bids,Dipak Ranjan Behera,20-Dec-2025 11:54 AM,technical_568519.pdf,1,3302383,Abani Kumar Giri,15-Dec-2025 08:43 AM,Rejected-Finance,defeated in transparent lottery,27-Mar-2026 12:46 PM,Finance,successfully downloaded of 52 nos of financial bids,Pallavi Dey,10-Feb-2026 01:35 PM,finance_568519.pdf,BOQ Comparative Chart,1.0,3292736.0,Abhilash Patra,INR,"53,614,478","CE,Drainage,Cuttack||SE,Drainage,Balasore",2025_CEDC_122341_1,ACEDCBLS/DDBLS-02-15/2025-26,"Extension of Bhandaria, Rankotha, Pathureswar Drainage Channel under Subarnarekha Sanskar Yojna in Bhograi Block of Balasore District (Phase-1) (Rankotha Extension-1)",ABINASH ROUL CE DRAINAGE CUTTACK,Internal,DEEPAK RANJAN BEHERA ACE DC BALASORE NABA KUMAR MAHALIK SE DD BALASORE SWATI ROY DAO DD BALASORE,Dipak Ranjan Behera,07-Feb-2026 06:51 PM,09-Feb-2026 11:00 AM,techsummary_568519.pdf (1533.32 KB),AOC
2.0,Finance,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3292736,Abhilash Patra,13-Dec-2025 02:46 PM,Accepted-AOC,awarded,06-May-2026 11:27 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3298209,ABINASH DHINDA,13-Dec-2025 02:47 PM,Rejected-Finance,defeated in transparent lottery,27-Mar-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3303587,ADITYA KUMAR MOHAPATRA,15-Dec-2025 01:51 PM,Rejected-Finance,defeated in transparent lottery,27-Mar-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3292741,AMAR KUMAR JENA,15-Dec-2025 01:31 PM,Rejected-Finance,defeated in transparent lottery,27-Mar-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3300537,AMIN RASHID KHAN,14-Dec-2025 01:09 AM,Rejected-Finance,defeated in transparent lottery,27-Mar-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3302883,AMITAV DUTTA,15-Dec-2025 12:51 PM,Rejected-Finance,defeated in transparent lottery,27-Mar-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3299702,Amulya Kumar Sahoo,13-Dec-2025 10:12 PM,Rejected-Finance,defeated in transparent lottery,27-Mar-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3303137,ANURAG BEHERA,15-Dec-2025 12:50 PM,Rejected-Finance,defeated in transparent lottery,27-Mar-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3299595,Atanu Kumar Paul,13-Dec-2025 02:10 PM,Rejected-Finance,defeated in transparent lottery,27-Mar-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
