S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,3264449.0,Bibekananda Pati,INR,"2,402,205",D S Jena,Internal,,DUSHASAN JENA,25-May-2026 10:45 AM,finsummary_565712.pdf (116.87 KB),Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,2025_OLIC_121606_19,04/2025-26(3373)/OLIC(BDK)/Dt. 03.11.2025,Installation and Energization of Sartola-II TW Project under Bhadrak Block,Technical,Admitted,DUSHASAN JENA,21-Jan-2026 07:52 PM,technical_565712.pdf,Finance,Admitted,DUSHASAN JENA,25-May-2026 10:41 AM,finance_565712.pdf,BOQ Comparative Chart,D S Jena,Internal,,DUSHASAN JENA,28-Jan-2026 07:49 PM,29-Jan-2026 11:00 AM,techsummary_565712.pdf (116.87 KB),1,3259592,AMALENDU NAYAK,28-Nov-2025 07:04 PM,Rejected-AOC,Rejected in the lottery draw preocess,25-May-2026 10:49 AM,25-May-2026,"INR 2,402,205",90.0,DUSHASAN JENA,25-May-2026 10:49 AM,SartolaIITWAOC.pdf (64.00 KB),Awarded of Work including GST,AOC,1.0,Fee/PreQual/Technical,.pdf,DTCN,"E.E. L.I. Division, Bhadrak","E.E. L.I. Division, Bhadrak",Installation and Energization of Sartola-II TW Project under Bhadrak Block,Installation and Energization of Sartola-II TW Project under Bhadrak Block,Please refer Tender documents. ,NA ,"23,94,738",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,"L.I. Division, Bhadrak",756100.0,NA ,NA ,NA ,"L.I. Division, Bhadrak",No ,No,"7,080",0.0,Nil,Nil,No,1.0,ICICI BANK,"23,947",Yes,percentage,1.0%,Nil,Nil,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,04/2025-26(3373)/OLIC(BDK)/Dt. 03.11.2025,2025_OLIC_121606_19,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,21-Nov-2025 11:00 AM,01-Dec-2025 11:00 AM,21-Nov-2025 11:00 AM,29-Nov-2025 05:00 PM,21-Nov-2025 11:00 AM ,29-Nov-2025 05:00 PM ,21-Nov-2025 11:00 AM,29-Nov-2025 05:00 PM,29-Jan-2026 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3264449,Bibekananda Pati,28-Nov-2025 06:52 PM,Accepted-AOC,Awarded of work through lottery draw in the presence of all Tender Committee member.,25-May-2026 10:49 AM,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3263065,BRAHMA SWARUP MOHAPATRA,29-Nov-2025 03:42 AM,Rejected-AOC,Rejected in the lottery draw preocess,25-May-2026 10:49 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3259215,LAKSHMIMANI GIRI,28-Nov-2025 01:08 PM,Rejected-AOC,Rejected in the lottery draw preocess,25-May-2026 10:49 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3265749,Manas Kumar Jena,29-Nov-2025 01:11 PM,Rejected-AOC,Rejected in the lottery draw preocess,25-May-2026 10:49 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3261802,POWERTECH ENGINEERING.TAPAS RANJAN PATI,28-Nov-2025 04:31 PM,Rejected-AOC,Rejected in the lottery draw preocess,25-May-2026 10:49 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3260512,RAJENDRA KUMAR SAHU,27-Nov-2025 05:07 PM,Rejected-AOC,Rejected in the lottery draw preocess,25-May-2026 10:49 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3265670,Rudra Narayan Nayak,29-Nov-2025 10:42 AM,Rejected-AOC,Rejected in the lottery draw preocess,25-May-2026 10:49 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3251877,Santosh Kumar Parida,25-Nov-2025 06:08 AM,Rejected-AOC,Rejected in the lottery draw preocess,25-May-2026 10:49 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
