S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
1.0,3432954.0,GAGAN KUMAR ROUT,INR,"8,390,903",City engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,04-May-2026 11:54 AM,finsummary_583024.pdf (1085.56 KB),Technical,2 bids opened successfully,Taras Marandi,17-Mar-2026 11:53 AM,technical_583024.pdf,Municipal Bodies||Bhubaneswar Municipal Corporation,2026_ORULB_126642_5,BMC-EE-Tender Cell-74/2025-26 dt. 25.02.2026,Renovation with peripheral development of Godi Pokhari in Ward No 54,Finance,2 bids opened successfully,Lipsa Parida,06-Apr-2026 11:09 AM,finance_583024.pdf,BOQ Comparative Chart,City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,06-Apr-2026 10:13 AM,06-Apr-2026 11:00 AM,techsummary_583024.pdf (152.32 KB),04-May-2026,"INR 8,390,903",150.0,Lipsa Parida,04-May-2026 11:57 AM,WO_262_25.pdf (1637.00 KB),1,3432906,DIPAK PRADHAN,16-Mar-2026 01:42 PM,Rejected-Finance,other than 1st lowest,04-May-2026 11:54 AM,AOC,28-Feb-2026 10:30 AM,17-Mar-2026 11:00 AM,28-Feb-2026 10:30 AM,16-Mar-2026 05:00 PM,28-Feb-2026 10:30 AM ,09-Mar-2026 12:30 PM ,28-Feb-2026 10:30 AM,16-Mar-2026 05:00 PM,06-Apr-2026 11:00 AM,1,Fee/PreQual/Technical,.pdf,Scanned copies of all documents,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-74/2025-26 dt. 25.02.2026,2026_ORULB_126642_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Renovation with peripheral development of Godi Pokhari in Ward No 54,Renovation with peripheral development of Godi Pokhari in Ward No 54,Please refer Tender documents. ,NA ,"67,78,775",Civil Works - Others,NA ,Tender,120.0,150.0,BMC AREA,751022.0,"Office chamber of the EE,Central Tender Cell ","Central Tender Cell,UG FLOOR,ICOMC TOWER ",09-Mar-2026 04:00 PM ,"Central Tender Cell,BMC",No ,No,"10,000",0.0,Nil,Nil,No,1,ICICI BANK,"67,800",Yes,fixed,,Nil,Nil,"Executive Engineer,Central Tender Cell","Central Tender Cell,UG FLOOR,ICOMC TOWER",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3432954,GAGAN KUMAR ROUT,16-Mar-2026 01:55 PM,Accepted-AOC,1st lowest,04-May-2026 11:57 AM,AOC,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,AOC
