EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"54,640",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,04-Nov-2025 11:00 AM,12-Nov-2025 05:30 PM,04-Nov-2025 11:00 AM,12-Nov-2025 05:00 PM,04-Nov-2025 11:00 AM ,12-Nov-2025 03:00 PM ,04-Nov-2025 11:00 AM,12-Nov-2025 05:00 PM,27-Nov-2025 03:00 PM,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,06(Online)/RWD/BPD/2025-26,2025_CERWI_120166_36,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,Construction of 2 nos F-type Qtr at DANTIAMUHAN PHC under MORADA Block in the Mayurbhanj District for the year 2023-24.(State Plan),Construction of 2 nos F-type Qtr at DANTIAMUHAN PHC under MORADA Block in the Mayurbhanj District for the year 2023-24.(State Plan),Please refer Tender documents. ,NA ,"54,64,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"R.W.Division, Baripada",No ,No,1.0,Fee/PreQual/Technical,.pdf,"RC PAN GSTIN Notarised Agt.copy of Electrical Contractor, Affidavit and other documents as per DTCN",AOC,R.Pradhan,Internal,,Dibyamayee Behera,27-Nov-2025 12:05 PM,27-Nov-2025 03:00 PM,techsummary_561512.pdf (176.24 KB),Finance,.,Rajesh Pradhan,20-Dec-2025 01:00 PM,finance_561512.pdf,BOQ Comparative Chart,R.Pradhan,Internal,,Rajesh Pradhan,20-Dec-2025 01:41 PM,finsummary_561512.pdf (194.28 KB),Technical,.,Dibyamayee Behera,27-Nov-2025 12:03 PM,technical_561512.pdf,1.0,3217656.0,SHISHIR KUMAR SINGH,INR,"4,644,147",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_120166_36,06(Online)/RWD/BPD/2025-26,Construction of 2 nos F-type Qtr at DANTIAMUHAN PHC under MORADA Block in the Mayurbhanj District for the year 2023-24.(State Plan),1,3200883,AJAY KUMAR SETHI,11-Nov-2025 06:35 AM,Rejected-AOC,unsuccessful bidder,26-May-2026 07:25 PM,20-Dec-2025,"INR 4,644,147",270.0,Rajesh Pradhan,26-May-2026 07:25 PM,6_36.pdf (381.00 KB),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3216080,MANOJ KUMAR MANDAL,12-Nov-2025 10:06 AM,Rejected-AOC,unsuccessful bidder,26-May-2026 07:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3192031,PRIYA RANJAN SAHA,11-Nov-2025 03:53 PM,Rejected-AOC,unsuccessful bidder,26-May-2026 07:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3215714,PUNEET KUMAR SAHOO,12-Nov-2025 02:02 AM,Rejected-AOC,unsuccessful bidder,26-May-2026 07:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3217656,SHISHIR KUMAR SINGH,12-Nov-2025 03:16 PM,Accepted-AOC,successful bidder,26-May-2026 07:25 PM,,,,,,,AOC
