Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Finance,14 Bid found,Raju Dhaunlia,14-May-2026 10:12 AM,finance_513531.pdf,BOQ Comparative Chart,1,2623001,ABHIMANYU MOHANTY,11-Nov-2024 08:08 AM,Rejected-Finance,Not Won,14-May-2026 10:21 AM,1.0,2634494.0,DILLIP KUMAR BEHERA,INR,"674,099",CE RW I||RWCIRCLE-ANGUL||RW-DIVISION-ANGUL,2024_CERWI_106190_30,Online AGL-07,Palasbahali to Nialu via Kuadhara and Ludhajhari village Road,14-May-2026,"INR 674,099",30.0,Raju Dhaunlia,14-May-2026 10:24 AM,Pelas36.pdf (489.00 KB),36P-I,EE,Internal,DAO Est,Raju Dhaunlia,14-May-2026 10:16 AM,techsummary_513531.pdf (200.71 KB),EE,Internal,DAO Est,Raju Dhaunlia,14-May-2026 10:21 AM,finsummary_513531.pdf (200.71 KB),AOC,"4,000",0.0,Nil,Nil,No,Palasbahali to Nialu via Kuadhara and Ludhajhari village Road,Palasbahali to Nialu via Kuadhara and Ludhajhari village Road,Please refer Tender documents. ,NA ,"6,72,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Angul,759143.0,NA ,NA ,NA ,"O/O Executive Engineer, R.W. Division, Angul",No ,No,1.0,ICICI BANK,06-Nov-2024 09:45 AM,11-Nov-2024 06:00 PM,06-Nov-2024 09:45 AM,11-Nov-2024 05:00 PM,06-Nov-2024 09:45 AM ,08-Nov-2024 01:00 PM ,06-Nov-2024 09:45 AM,11-Nov-2024 05:00 PM,"6,800",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-ANGUL||RW-DIVISION-ANGUL,Online AGL-07,2024_CERWI_106190_30,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GST PAN RC Affidavit regarding correctness No relation certificate,"Executive Engineer, R.W. Division, Angul","Executive Engineer, R.W. Division, Angul",AOC
,,,,,,2,2631433,BATAKRUSHNA BEHERA,08-Nov-2024 04:28 PM,Rejected-Finance,Not Won,14-May-2026 10:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,AOC
,,,,,,3,2637210,BIBHUTI BHUSAN SWAIN,10-Nov-2024 11:13 PM,Rejected-Finance,Not Won,14-May-2026 10:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC
,,,,,,4,2638830,DEVENDRA KUMAR AGARWALLA,11-Nov-2024 01:54 PM,Rejected-Finance,Not Won,14-May-2026 10:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2634494,DILLIP KUMAR BEHERA,09-Nov-2024 06:44 PM,Accepted-AOC,ok,14-May-2026 10:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2633601,DILLIP KUMAR PRADHAN,09-Nov-2024 07:30 PM,Rejected-Finance,Not Won,14-May-2026 10:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2630973,JHUNU BISWAL,09-Nov-2024 10:40 AM,Rejected-Finance,Not Won,14-May-2026 10:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2637147,MANASA BEHERA (SC),10-Nov-2024 10:27 PM,Rejected-Finance,Not Won,14-May-2026 10:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2634186,PREMALATA SAMAL,09-Nov-2024 04:45 PM,Rejected-Finance,Not Won,14-May-2026 10:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2633256,ROJALIN SAHOO,09-Nov-2024 10:16 AM,Rejected-Finance,Not Won,14-May-2026 10:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
