S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
1.0,ICICI BANK,Municipal Bodies||Belpahar Municipal Council,EO/BPHM02/25-26,2025_ORULB_114739_23,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of required documents as per DTCN,26-Jun-2025 10:00 AM,08-Jul-2025 11:00 AM,26-Jun-2025 10:00 AM,07-Jul-2025 05:00 PM,NA ,NA ,26-Jun-2025 10:00 AM,07-Jul-2025 05:00 PM,"16,000",Yes,fixed,,Nil,Nil,Constn of Pavor Block road from Demulpada Rajat house towards Market in W.N.-16,Constn of Pavor Block road from Demulpada Rajat house towards Market in W.N.-16,Please refer Tender documents. ,NA ,"16,00,000",Civil Works - Roads,NA ,Tender,90.0,120.0,Belpahar Municipality,768218.0,NA ,NA ,NA ,Belpahar Municipality Office,No ,No,"Executive Officer,Belpahar Municipality",At/Po-Belpahar Dist-Jharsuguda Odisha-768218,AOC,Nimai Charan Panda,Internal,,Nilakantha Kisan,30-Jul-2025 04:00 PM,techsummary_544166.pdf (256.50 KB),Nimai Charan Panda,Internal,,Nilakantha Kisan,16-Aug-2025 11:21 AM,finsummary_544166.pdf (256.50 KB),Finance,ok,Nilakantha Kisan,25-Jul-2025 11:22 AM,finance_544166.pdf,BOQ Comparative Chart,Municipal Bodies||Belpahar Municipal Council,2025_ORULB_114739_23,EO/BPHM02/25-26,Constn of Pavor Block road from Demulpada Rajat house towards Market in W.N.-16,1.0,2992159.0,BIBHUTI PRASAD RANA,INR,0.0,1,2990403,BASANTA KUMAR BISWAL,06-Jul-2025 05:50 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:30 AM,18-May-2026,INR 0,120.0,Nilakantha Kisan,18-May-2026 11:30 AM,UNNATI.pdf (153.00 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copies of online deposit receipt of EMD and cost of bid documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2992159,BIBHUTI PRASAD RANA,07-Jul-2025 02:01 PM,Accepted-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:30 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2991328,M/S SASWAT ENTERPRISES,06-Jul-2025 03:55 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:30 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2992234,RABINDRA BISWAL,07-Jul-2025 02:40 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:30 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2992085,RAMESH NAYAK,07-Jul-2025 02:12 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:30 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2991224,RANJIT KUMAR BISWAL,06-Jul-2025 12:45 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:30 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2992367,SABITRI SUNDRAY,07-Jul-2025 04:17 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-APPENDIX-D T&P NOT SSUBMITTED,25-Jul-2025 11:22 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2991702,SANTWANA ENTERPRISE,06-Jul-2025 11:30 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:30 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2991065,SUBASH CHANDRA MEHER PROP. RAJBIR CONSTRUCTION,06-Jul-2025 05:26 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:30 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2991640,SUBHRAJEET JENA,06-Jul-2025 09:24 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:30 AM,,,,,,,AOC
