Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,7 nos bidder participated,Tapan Kumar Badnayak,10-Nov-2025 09:28 PM,,BOQ Comparative Chart,1.0,3184904.0,BALARAM PATTNAIK,INR,"504,145",CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,2025_CERWI_120160_15,RWKSNG-online-06/25-26,S/R to Sirol to RD road Road 0/000 to 0/860 for the year 2025-26,1,3184904,BALARAM PATTNAIK,05-Nov-2025 04:30 PM,Accepted-AOC,as per transparent lottery system,12-May-2026 08:28 PM,12-May-2026,"INR 504,145",30.0,Kanan Pradhan,12-May-2026 08:27 PM,3025.pdf (488.00 KB),Kanan Pradhan,Internal,,Kanan Pradhan,12-May-2026 08:19 PM,techsummary_558802.pdf (510.17 KB),Kanan Pradhan,Internal,,Kanan Pradhan,12-May-2026 08:24 PM,finsummary_558802.pdf (510.17 KB),AOC,"6,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,27-Oct-2025 04:00 PM,10-Nov-2025 11:00 AM,27-Oct-2025 04:00 PM,07-Nov-2025 05:00 PM,27-Oct-2025 04:00 PM ,03-Nov-2025 11:00 AM ,27-Oct-2025 04:00 PM,07-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,RWKSNG-online-06/25-26,2025_CERWI_120160_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC, EMD, GSTIN, PAN Card, RC, Affidavits NRC, and required documents as DTCN",Superintending Engineer,"RURAL WORKS DIVISION, KESINGA",S/R to Sirol to RD road Road 0/000 to 0/860 for the year 2025-26,S/R to Sirol to RD road Road 0/000 to 0/860 for the year 2025-26,Please refer Tender documents. ,NA ,"5,93,042",Civil Works - Roads,NA ,Tender,90.0,30.0,KESINGA,766012.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KESINGA",No ,No,"4,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,3194108,BHUBANESWAR SAHU,07-Nov-2025 03:18 PM,Rejected-Finance,as per transparent lottery system,12-May-2026 08:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3182490,DOLAMANI CHOUDHURY,05-Nov-2025 07:21 AM,Rejected-Finance,as per transparent lottery system,12-May-2026 08:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3171850,NEMICHAND AGRAWAL,04-Nov-2025 11:58 AM,Rejected-Finance,as per transparent lottery system,12-May-2026 08:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3175688,PRIYANKA SAHU,03-Nov-2025 09:58 PM,Rejected-Finance,as per transparent lottery system,12-May-2026 08:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3172924,SAROJ KANTA NAIK,06-Nov-2025 09:13 AM,Rejected-Finance,as per transparent lottery system,12-May-2026 08:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3178423,SHASHI BHUSAN PRAHARAJ,04-Nov-2025 01:07 AM,Rejected-Finance,as per transparent lottery system,12-May-2026 08:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
