Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
Finance,opened,Mausumi Mishra,31-Jan-2026 11:37 AM,,BOQ Comparative Chart,1.0,3365609.0,SUBHRAMANYU BISWAL,INR,"2,708,121.75",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,2026_CERWI_124966_3,Tender Online Divn.NPR-14/2025-26,Periodical Maintenance of Kakatapur to Patasundarpur Via - Patharapaka for the year 2025-26,"S.E RW Division, Nimapara",Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Rasmita Sahoo,02-Mar-2026 08:01 PM,finsummary_577365.pdf (753.45 KB),"S.E RW Division, Nimapara",Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Mausumi Mishra,07-Feb-2026 06:05 PM,techsummary_577365.pdf (753.10 KB),1,3372466,MONALISA DAS,29-Jan-2026 03:42 PM,Rejected-Finance,Not Selected in lottery system,02-Mar-2026 08:01 PM,03-Apr-2026,"INR 2,708,121.75",90.0,Mausumi Mishra,14-May-2026 06:24 PM,Kakat.pdf (728.00 KB),AOC,"SUPERINTENDING ENGINEER, R.W DIVISION, NIMAPARA","O/O THE SUPERINTENDING ENGINEER, R.W.D, NIMAPARA","27,080",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,Tender Online Divn.NPR-14/2025-26,2026_CERWI_124966_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",Periodical Maintenance of Kakatapur to Patasundarpur Via - Patharapaka for the year 2025-26,Road Work,Please refer Tender documents. ,NA ,"27,08,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Nimapara,752106.0,NA ,NA ,NA ,"O/O THE SUPERINTENDING ENGINEER, R.W.D, NIMAPARA",No ,No,"6,000",0.0,Nil,Nil,No,22-Jan-2026 11:30 AM,30-Jan-2026 11:00 AM,22-Jan-2026 11:30 AM,29-Jan-2026 05:00 PM,22-Jan-2026 11:30 AM ,29-Jan-2026 01:00 PM ,22-Jan-2026 11:30 AM,29-Jan-2026 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3372584,PRAVAT KUSUM MOHANTY,29-Jan-2026 04:30 PM,Rejected-Finance,Not Selected in lottery system,02-Mar-2026 08:01 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3369222,RAJIBA LOCHAN PATRA,28-Jan-2026 11:09 AM,Rejected-Finance,Not Selected in lottery system,02-Mar-2026 08:01 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3372094,RASHMIRANJAN BARIK,29-Jan-2026 02:10 PM,Rejected-Finance,Not Selected in lottery system,02-Mar-2026 08:01 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3372580,SAGAR CHANDRA NAYAK,29-Jan-2026 04:27 PM,Rejected-Finance,Not Selected in lottery system,02-Mar-2026 08:01 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3371563,SAMIR RANJAN MOHANTY,29-Jan-2026 11:19 AM,Rejected-Finance,Not Selected in lottery system,02-Mar-2026 08:01 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3372564,SANKAR PARIDA,29-Jan-2026 04:15 PM,Rejected-Finance,Not Selected in lottery system,02-Mar-2026 08:01 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3365609,SUBHRAMANYU BISWAL,26-Jan-2026 10:19 PM,Accepted-AOC,Work has been awarded to in lottery system,14-May-2026 06:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3371157,SUDHANSU KUMAR BISWAL,28-Jan-2026 08:38 PM,Rejected-Finance,Not Selected in lottery system,02-Mar-2026 08:01 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
