Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,opened,Santosha Kumar Naik,25-Nov-2025 07:44 PM,finance_557385.pdf,BOQ Comparative Chart,1.0,3179665.0,CHANDRA SEKHAR SAHUKAR,INR,"2,097,838",Municipal Bodies||Gunupur Municipal Council,2025_ORULB_119908_6,GUN-MUN-77/2025-26,Construction of Road and Drain from Amebdkar Nagar to Water tank in Ward No. 07,Chairperson Gunupur Municipality,Internal,"Municipal Engineer Gunupur Municipality, Asst. Colloctor, O/o Sub-Collector, Gunupur , Executive Officer,Gunupur Municipality, Chairperson Gunupur Municipality",Dandapati Yudhistir,18-Dec-2025 09:16 PM,finsummary_557385.pdf (2814.63 KB),Chairperson Gunupur Municipality,Internal,"Municipal Engineer Gunupur Municipality, Asst. Colloctor, O/o Sub-Collector, Gunupur , Executive Officer,Gunupur Municipality, Chairperson Gunupur Municipality",Dandapati Yudhistir,18-Dec-2025 06:06 PM,techsummary_557385.pdf (1178.67 KB),06-May-2026,"INR 2,097,838",120.0,Dandapati Yudhistir,06-May-2026 08:41 PM,6wk.pdf (338.00 KB),the total contract value includes GST,1,3179726,Abani Ranjan Panigrahi,04-Nov-2025 01:32 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:16 PM,AOC,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"20,913",Yes,percentage,1.0%,Nil,Nil,Construction of Road and Drain from Amebdkar Nagar to Water tank in Ward No. 07,Construction of Road and Drain from Amebdkar Nagar to Water tank in Ward No. 07,Please refer Tender documents. ,NA ,"20,91,340",Civil Works - Others,NA ,Tender,90.0,120.0,Giunupur Municipalty,765022.0,NA ,NA ,NA ,Municipalty office Gunupur,No ,No,Executive officer Gunupur Municipality,Executive officer Gunupur Municipality,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-77/2025-26,2025_ORULB_119908_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT DTCN,23-Oct-2025 11:00 AM,07-Nov-2025 11:00 AM,23-Oct-2025 11:00 AM,06-Nov-2025 05:00 PM,NA ,NA ,23-Oct-2025 11:00 AM,06-Nov-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3179665,CHANDRA SEKHAR SAHUKAR,04-Nov-2025 10:48 AM,Accepted-AOC,Successful bidder in transparent lottery procss,06-May-2026 08:41 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3187336,CHINNARI VENKATA KRISHNA RAO,06-Nov-2025 09:29 AM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3188362,KRUSHNA CHANDRA PRUSTY,06-Nov-2025 04:10 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Invalid Bid( GST suspended from 01.04.2025),25-Nov-2025 07:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3187414,NIRUPAMA GOUDA,06-Nov-2025 01:21 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3188467,PRASANT KUMAR MISHRA,06-Nov-2025 12:57 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3185112,RAKESH KUMAR PATRO,05-Nov-2025 05:37 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3189496,SUNKARI SIBORAM KRISHNA,06-Nov-2025 03:16 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
