S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,Municipal Bodies||Puri Municipality,P.M. 05/2025-26,2025_ORULB_122921_30,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Drain from Gourahari Supakar house to Bhabani club Via. Ajit Nanda house in ward No-02,CIVIL,Please refer Tender documents. ,NA ,"5,76,211",Civil Works - Others,NA ,Tender,120.0,45.0,PURI MUNICIPALITY,752001.0,NA ,NA ,NA ,OFFICE CHAMBER OF THE EXECUTIVE OFFICER,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE, GST, PAN, EPF OR UNDERTAKING FOR EPF AND AFFIDAVIT and Others AS PER DTCN","EXECUTIVE OFFICER, PURI MUNICIPALITY",VIP ROAD,"5,763",Yes,fixed,,Nil,Nil,16-Dec-2025 03:00 PM,30-Dec-2025 11:00 AM,16-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,NA ,NA ,16-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,AOC,ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,07-May-2026 01:18 PM,finsummary_571298.pdf (9079.00 KB),ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,07-May-2026 01:16 PM,techsummary_571298.pdf (9079.00 KB),07-May-2026,"INR 489,836.89",45.0,Jayanta Kumar Maitra,07-May-2026 01:20 PM,ProceedingPMNo05Year25And26.pdf (9079.00 KB),Municipal Bodies||Puri Municipality,2025_ORULB_122921_30,P.M. 05/2025-26,Drain from Gourahari Supakar house to Bhabani club Via. Ajit Nanda house in ward No-02,1.0,3333395.0,BUDHANATH BEJA,INR,"489,836.89",1,3333395,BUDHANATH BEJA,28-Dec-2025 12:39 PM,Accepted-AOC,WON BY LOTTERY PROCESS,07-May-2026 01:20 PM,Finance,"3 nos of Bidders participated for the project and submitted Documents, Hence accepted for evaluation.",Jayanta Kumar Maitra,02-Jan-2026 06:05 PM,finance_571298.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3325194,LAXMIDHARA BEHERA,27-Dec-2025 09:20 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,07-May-2026 01:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3335093,PRAKASH KUMAR MOHANTY,29-Dec-2025 08:23 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,07-May-2026 01:18 PM,,,,,,,AOC
