Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
THE EE RWD TITILAGARH,O/O THE SE RWD TITILAGARH,1.0,ICICI BANK,"5,460",Yes,fixed,,Nil,Nil,"SR to Andaldar to Chitramunda road Pothole Repair, side shoulder repairing, Berm dressing, CD parapet white washing, under Muribahal Block for the year 2025-26","SR to Andaldar to Chitramunda road Pothole Repair, side shoulder repairing, Berm dressing, CD parapet white washing, under Muribahal Block for the year 2025-26",PLEASE REFER TENDER DOCUMENTS ,NA ,"5,45,942",Civil Works - Roads,NA ,Tender,90.0,180.0,TITILAGARH,767042.0,NA ,NA ,NA ,O/O THE SE RWD TITILAGARH,No ,No,"4,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-TITLAGARH,EETIG-ONLINE-15-2025-26,2026_CERWI_125179_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,30-Jan-2026 11:00 AM,11-Feb-2026 11:00 AM,30-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,30-Jan-2026 11:00 AM ,09-Feb-2026 11:00 AM ,30-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN,GST,CONTRACTOR REGISTRATION CERTIFICATE,AFFIDAVIT REGARDING CORRECTNESS",AOC,08-May-2026,"INR 545,396",180.0,Rajendra Majhi,08-May-2026 12:00 PM,8.pdf (221.00 KB),1,3385652,ABHISHEK SARAF,09-Feb-2026 10:41 AM,Rejected-Finance,NOT WINE THE LOTTERY,08-May-2026 11:56 AM,RAJENDRA MAJHI,Internal,EE DAO ESTIMATOR,Rajendra Majhi,08-May-2026 11:49 AM,techsummary_578187.pdf (220.79 KB),CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-TITLAGARH,2026_CERWI_125179_9,EETIG-ONLINE-15-2025-26,"SR to Andaldar to Chitramunda road Pothole Repair, side shoulder repairing, Berm dressing, CD parapet white washing, under Muribahal Block for the year 2025-26",RAJENDRA MAJHI,Internal,EE DAO ESTIMATOR,Rajendra Majhi,08-May-2026 11:56 AM,finsummary_578187.pdf (220.78 KB),Finance,19nos bidders,Rajendra Majhi,13-Feb-2026 06:15 PM,finance_578187.pdf,BOQ Comparative Chart,1.0,3387835.0,HEENA AGRAWAL,INR,"545,396",AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"NO RELATION CERTIFICATE, LABOUR LICENSE AND OTHER RELATED DOCUMENTS AS PER DTCN",AOC,,,,,,,2,3388518,ADHYAN INFRA,09-Feb-2026 09:14 PM,Rejected-Finance,NOT WINE THE LOTTERY,08-May-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,,,,,,,3,3388934,Amit Agrawal,10-Feb-2026 11:35 AM,Rejected-Finance,NOT WINE THE LOTTERY,08-May-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3391034,ANTARYAMI SUNA,10-Feb-2026 04:22 PM,Rejected-Finance,NOT WINE THE LOTTERY,08-May-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3386639,BASANT KUMAR JAIN,09-Feb-2026 01:24 PM,Rejected-Finance,NOT WINE THE LOTTERY,08-May-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3385640,GHASIRAM JAINI,09-Feb-2026 11:29 AM,Rejected-Finance,NOT WINE THE LOTTERY,08-May-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3388843,GOURAB KUMAR BANSAL,09-Feb-2026 08:26 PM,Rejected-Finance,NOT WINE THE LOTTERY,08-May-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3387835,HEENA AGRAWAL,09-Feb-2026 02:15 PM,Accepted-AOC,AOC,08-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3389978,HEMAKANTI BEHERA,10-Feb-2026 02:51 PM,Rejected-Finance,NOT WINE THE LOTTERY,08-May-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3384450,MAMATA KUMBHAR,07-Feb-2026 11:35 AM,Rejected-Finance,NOT WINE THE LOTTERY,08-May-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
