EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"55,250",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost,EMD,GST,PAN,Affidavit,No Relation Certificate,","S.E. M.I Division, Deogarh","S.E. M.I Division, Deogarh",19-Jan-2026 10:00 AM,28-Jan-2026 11:00 AM,19-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,NA ,NA ,19-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,31-Jan-2026 05:00 PM,Construction of Mahidhar Check Dam over Local Nalla Near village Badasimulei in Reamal Block of Deogarh District under Maty Scheme.,Construction of Mahidhar Check Dam over Local Nalla Near village Badasimulei in Reamal Block of Deogarh District under Maty Scheme.,Please refer Tender documents. ,NA ,"55,25,000",Civil Works - Others,NA ,Tender,90.0,180.0,Reamal Block of Deogarh District,768108.0,NA ,NA ,NA ,"S.E. M.I Division, Deogarh",No ,No,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",BID REF No_SE_MDGR _2025_26,2026_CEMIB_124752_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",2026_CEMIB_124752_5,BID REF No_SE_MDGR _2025_26,Construction of Mahidhar Check Dam over Local Nalla Near village Badasimulei in Reamal Block of Deogarh District under Maty Scheme.,Technical,5 nos. bidders,Rashmi Rekha Chattar,31-Jan-2026 04:17 PM,,5526003.2,Internal,,Rashmi Rekha Chattar,14-May-2026 01:33 PM,finsummary_576392.pdf (299.61 KB),1.0,3367077.0,SURAJ KUMAR RAUL,INR,"5,526,003.2",14-May-2026,"INR 5,526,003.2",180.0,Rashmi Rekha Chattar,14-May-2026 01:38 PM,mAHIDARHA.pdf (300.00 KB),1,3368549,KRISHNA PRASAD DAS,27-Jan-2026 04:42 PM,Rejected-AOC,Dis Qualified,14-May-2026 01:38 PM,"SE MI Division, Deogarh",Internal,,Rashmi Rekha Chattar,31-Jan-2026 04:38 PM,31-Jan-2026 05:00 PM,techsummary_576392.pdf (526.70 KB),Finance,among 05 no bidders 04 no bidder are qualified,Rashmi Rekha Chattar,06-May-2026 02:09 PM,finance_576392.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,.pdf,Other Document As per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3367963,M/S ABHIJIT PRADHAN,27-Jan-2026 01:14 PM,Rejected-AOC,Dis Qualified,14-May-2026 01:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3364077,PRAMODINI NANDA,23-Jan-2026 12:51 PM,Rejected-Technical,Dis qualified,31-Jan-2026 04:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3364770,SANTANU DAS,25-Jan-2026 12:08 PM,Rejected-AOC,Dis Qualified,14-May-2026 01:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3367077,SURAJ KUMAR RAUL,26-Jan-2026 11:45 PM,Accepted-AOC,Qualified,14-May-2026 01:38 PM,,,,,,,,,,,,,,AOC
