Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
Finance,23 Nos. of bidders found for the work.,JAGANNATH MALLIK,21-Feb-2026 06:17 PM,finance_580302.pdf,BOQ Comparative Chart,1,3404199,AJIT KUMAR BEHERA,19-Feb-2026 02:42 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,13-May-2026 08:38 PM,1.0,3403871.0,ITISHREE JENA,INR,"4,009,859.26","CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Rayagada",2026_CEMIB_125740_12,SEMIDRGD-06/2025-26,Construction of Jadanalla Check Dam (RG080132) in Muniguda Block of Rayagada District under MATY 3.0 for the Year 2025-26,29-Apr-2026,"INR 4,009,859.26",120.0,JAGANNATH MALLIK,13-May-2026 08:38 PM,12_jadanalla.PDF (166.00 KB),Successful bidder in the Transparent Lottery,Superintending Engineer,Internal,"Superintending Engineer, Assistant Executive Engineer (Estimator), Divisional Accounts Officer and Assistant Engineer (Estimator)",JAGANNATH MALLIK,09-Apr-2026 05:33 PM,techsummary_580302.pdf (428.10 KB),Superintending Engineer,Internal,"Superintending Engineer, Asst. Executive Engineer (Estimator), Divisional Accounts Officer and Assistant Engineer (Estimator)",JAGANNATH MALLIK,09-Apr-2026 06:36 PM,finsummary_580302.pdf (428.10 KB),AOC,"40,100",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Rayagada",SEMIDRGD-06/2025-26,2026_CEMIB_125740_12,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Jadanalla Check Dam (RG080132) in Muniguda Block of Rayagada District under MATY 3.0 for the Year 2025-26,Construction of Jadanalla Check Dam (RG080132) in Muniguda Block of Rayagada District under MATY 3.0 for the Year 2025-26,Please refer Tender documents. ,NA ,"40,09,859",Civil Works - Others,NA ,Tender,90.0,120.0,Rayagada,765001.0,NA ,NA ,NA ,"O/o S.E, M.I Division, Rayagada",No ,No,10-Feb-2026 10:00 AM,20-Feb-2026 11:00 AM,10-Feb-2026 10:00 AM,19-Feb-2026 05:00 PM,10-Feb-2026 10:00 AM ,19-Feb-2026 05:00 PM ,10-Feb-2026 10:00 AM,19-Feb-2026 05:00 PM,"6,000",0.0,Nil,Nil,No,"S.E, M.I Division, Rayagada","O/o S.E, M.I Division, Rayagada",1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,AOC
,,,,,,2,3402672,Akhyaya Kumar Sahu,18-Feb-2026 09:01 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,13-May-2026 08:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,AOC
,,,,,,3,3404166,Ananga Nag,19-Feb-2026 01:54 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,13-May-2026 08:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,RC PAN GSTIN Affidavit regarding Authenticity No Relation and litigation debarring certificate etc,AOC
,,,,,,4,3401087,ARJUN NAYAK,17-Feb-2026 05:56 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,13-May-2026 08:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,5,3394702,ARUN KUMAR NAYAK,17-Feb-2026 01:34 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,13-May-2026 08:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3402916,CHANDRA SEKHAR SAHUKAR,18-Feb-2026 06:27 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,13-May-2026 08:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3402835,CHINMAY NAYAK,18-Feb-2026 05:44 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,13-May-2026 08:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3399639,GITANJALI PIDIKA,17-Feb-2026 11:31 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,13-May-2026 08:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3403871,ITISHREE JENA,19-Feb-2026 12:41 PM,Accepted-AOC,Successful bidder in the Transparent Lottery,13-May-2026 08:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3402045,JITENDRA NIMALPURI,18-Feb-2026 05:29 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,13-May-2026 08:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
