Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Rourkela Municipal Corporation,MC/RMC/16/2026,2026_RMC_126681_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"10,000",Nil,Nil,No,"81,820",Yes,fixed,,Nil,Nil,26-Feb-2026 06:00 PM,12-Mar-2026 11:00 AM,26-Feb-2026 06:00 PM,11-Mar-2026 05:00 PM,NA ,NA ,26-Feb-2026 06:00 PM,11-Mar-2026 05:00 PM,26-Mar-2026 05:45 PM,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN","Construction of TISCO Pindi Block A Near TISCO Hill, Ward No. 04 under RMC Rourkela",Works,Please refer Tender documents. ,NA ,"81,82,000",Civil Works - Others,NA ,Tender,90.0,120.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,AOC,Finance,EMD refund,Birendra Nanda,13-May-2026 11:03 AM,finance_583296.pdf,BOQ Comparative Chart,13-May-2026,"INR 8,182,240.05",120.0,Birendra Nanda,13-May-2026 11:24 AM,BID16.pdf (1384.00 KB),Awarded to Bibhu Bhusan Beura,1.0,3423258.0,BIBHU BUSAN BEURA,INR,"8,182,240.05",Rourkela Municipal Corporation,2026_RMC_126681_1,MC/RMC/16/2026,"Construction of TISCO Pindi Block A Near TISCO Hill, Ward No. 04 under RMC Rourkela",Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,13-May-2026 11:15 AM,finsummary_583296.pdf (1384.18 KB),Technical,Financial Opening,Birendra Nanda,26-Mar-2026 05:22 PM,technical_583296.pdf,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,26-Mar-2026 05:33 PM,26-Mar-2026 05:45 PM,techsummary_583296.pdf (1200.45 KB),1,3423258,BIBHU BUSAN BEURA,08-Mar-2026 05:18 PM,Accepted-AOC,By The Tender Committee,13-May-2026 11:24 AM,AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3423031,DEBASHIS MOHANTY,08-Mar-2026 11:07 AM,Rejected-Finance,By The Tender Committee,13-May-2026 11:15 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3426851,DEBENDRA KUMAR JENA,11-Mar-2026 01:34 PM,Rejected-Finance,By The Tender Committee,13-May-2026 11:15 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3425506,DEEPAK KUMAR ROUT,10-Mar-2026 03:53 PM,Rejected-Finance,By The Tender Committee,13-May-2026 11:15 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3423079,DILLIP KUMAR SWAIN,08-Mar-2026 12:09 PM,Rejected-Finance,By The Tender Committee,13-May-2026 11:15 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3414656,GIRISH SAMAL,10-Mar-2026 07:23 PM,Rejected-Finance,By The Tender Committee,13-May-2026 11:15 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3423898,GOPAL TOPPO,09-Mar-2026 12:39 PM,Rejected-Finance,By The Tender Committee,13-May-2026 11:15 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3426454,Guruji Infrastructure Pvt. Ltd.,11-Mar-2026 03:49 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Mar-2026 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3425715,JITENDRA KUMAR RATH,10-Mar-2026 06:00 PM,Rejected-Finance,By The Tender Committee,13-May-2026 11:15 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3424702,KAILASH CHANDRA SAMAL,09-Mar-2026 06:11 PM,Rejected-Finance,By The Tender Committee,13-May-2026 11:15 AM,AOC
