S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
1.0,ICICI BANK,Municipal Bodies||Bhawanipatna Municipality,BPM/07/2025-26,2026_ORULB_126263_37,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Extension of date,Date,,Improvement of Drain with installation of Cover Slab from Kunal Naik house via Madan Mohan Temple to Chhenda Pada in Ward No-19,Improvement of Drain with installation of Cover Slab from Kunal Naik house via Madan Mohan Temple to Chhenda Pada in Ward No-19,Please refer Tender documents. ,NA ,"13,43,220",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","13,500",Yes,fixed,,Nil,Nil,19-Feb-2026 02:00 PM,09-Mar-2026 05:30 PM,19-Feb-2026 02:00 PM,09-Mar-2026 05:00 PM,NA ,NA ,19-Feb-2026 02:00 PM,09-Mar-2026 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,CP,Internal,,Pramod Kumar Padhi,21-May-2026 10:33 AM,techsummary_581918.pdf (323.26 KB),CP,Internal,,Pramod Kumar Padhi,21-May-2026 10:42 AM,finsummary_581918.pdf (323.26 KB),Finance,ok,Pramod Kumar Padhi,15-May-2026 05:14 AM,,BOQ Comparative Chart,1,3414713,ALOK KUMAR PANIGRAHI,28-Feb-2026 01:58 PM,Rejected-Finance,L3,21-May-2026 10:42 AM,1.0,3418742.0,SAROJ KANTA NAIK,INR,"1,341,906.57",Municipal Bodies||Bhawanipatna Municipality,2026_ORULB_126263_37,BPM/07/2025-26,Improvement of Drain with installation of Cover Slab from Kunal Naik house via Madan Mohan Temple to Chhenda Pada in Ward No-19,21-May-2026,"INR 1,341,906.57",30.0,Pramod Kumar Padhi,21-May-2026 10:49 AM,41proceeding.pdf (323.00 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,2,3415282,ARIJIT NAYAK,02-Mar-2026 11:53 AM,Rejected-Finance,L3,21-May-2026 10:42 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3418718,BIKASH KUMAR SAHANI,04-Mar-2026 11:08 PM,Rejected-Finance,L3,21-May-2026 10:42 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3420042,CHANDRABHANU AGRAWAL,05-Mar-2026 08:32 PM,Rejected-Finance,L3,21-May-2026 10:42 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3419572,DEEPAK KUMAR SAHANI,05-Mar-2026 02:43 PM,Rejected-Finance,L3,21-May-2026 10:42 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3424359,HARI SHANKAR PATNAIK,09-Mar-2026 04:42 PM,Rejected-Finance,L3,21-May-2026 10:42 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3414980,JANAKI PUJHARI,03-Mar-2026 12:05 PM,Rejected-Finance,L3,21-May-2026 10:42 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3415541,MADHABI BAG,03-Mar-2026 05:18 PM,Rejected-Finance,L3,21-May-2026 10:42 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3421729,MANOJ MEHER,09-Mar-2026 07:43 AM,Rejected-Finance,L3,21-May-2026 10:42 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3415271,NILAKANTHA SAHU,03-Mar-2026 04:57 PM,Rejected-Finance,L3,21-May-2026 10:42 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3417509,PRADEEP KUMAR NAIK,03-Mar-2026 03:35 PM,Rejected-Finance,L3,21-May-2026 10:42 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,3418535,Priyabrata Patra,05-Mar-2026 09:43 AM,Rejected-AOC,L2,21-May-2026 10:51 AM,,,,,,,,,,,,,,,,AOC
