EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,700",Yes,fixed,,Nil,Nil,"Executive Engineer,Div-III","Bikash Bhawan,Jagannath Lane,Badambadi-753012",01-Mar-2025 11:00 AM,17-Mar-2025 10:00 AM,01-Mar-2025 11:00 AM,11-Mar-2025 05:00 PM,NA ,NA ,01-Mar-2025 11:00 AM,11-Mar-2025 05:00 PM,Construction of CC road from Kanhu Shop to Hanuman Temple in Ward No.56.,Construction of CC road from Kanhu Shop to Hanuman Temple in Ward No.56.,Please refer Tender documents. ,NA ,"10,66,742",Civil Works - Others,NA ,Tender,75.0,60.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,"7,080",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",1.0,ICICI BANK,Municipal Bodies||Cuttack Municipal Corporation,MCCMCCTC_Div-IIINo39/2024-25,2025_ORULB_111099_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Deputy Executive Engineer,Internal,Executive Engineer,Sanjukta Sa,05-May-2026 04:48 PM,techsummary_531796.pdf (404.81 KB),Deputy Executive Engineer,Internal,Executive Engineer,Sanjukta Sa,05-May-2026 04:51 PM,finsummary_531796.pdf (404.81 KB),Finance,Five bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,22-Mar-2025 01:59 PM,finance_531796.pdf,BOQ Comparative Chart,05-May-2026,"INR 906,837",60.0,Sanjukta Sa,05-May-2026 05:05 PM,2908.pdf (388.00 KB),wo,1,2848841,BICHITRA NANDA BEHERA,10-Mar-2025 12:55 PM,Rejected-AOC,Rejected,05-May-2026 05:05 PM,Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_111099_12,MCCMCCTC_Div-IIINo39/2024-25,Construction of CC road from Kanhu Shop to Hanuman Temple in Ward No.56.,1.0,2848857.0,SANJAY KUMAR DALAI,INR,"906,837",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,2846448,NIRUPAMA BEHERA,09-Mar-2025 08:30 PM,Rejected-AOC,Rejected,05-May-2026 05:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,2848857,SANJAY KUMAR DALAI,10-Mar-2025 02:01 PM,Accepted-AOC,Accepted,05-May-2026 05:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,2847203,SRI SANTOSH KUMAR JENA,08-Mar-2025 01:38 PM,Rejected-AOC,Rejected,05-May-2026 05:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,2848100,TUSAR KANTI HARICHANDAN,09-Mar-2025 08:06 PM,Rejected-AOC,Rejected,05-May-2026 05:05 PM,,,,,,,,,,AOC
