Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
31-Jan-2026 02:00 PM,09-Feb-2026 11:00 AM,31-Jan-2026 02:00 PM,07-Feb-2026 05:00 PM,31-Jan-2026 02:00 PM ,05-Feb-2026 11:00 AM ,31-Jan-2026 02:00 PM,07-Feb-2026 05:00 PM,1.0,ICICI BANK,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,RWKSNG-online-10/25-26,2026_CERWI_125294_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC, EMD, GSTIN, PAN Card, RC, Affidavits NRC, and required documents as DTCN","9,800",Yes,fixed,,Nil,Nil,S/R to Risida to Pourkela at Ch. 0/500 to 1/500 for the year 25-26,S/R to Risida to Pourkela at Ch. 0/500 to 1/500 for the year 25-26,Please refer Tender documents. ,NA ,"9,71,975",Civil Works - Roads,NA ,Tender,90.0,30.0,KESINGA,766012.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KESINGA",No ,No,Superintending Engineer,"RURAL WORKS DIVISION, KESINGA",AOC,25-May-2026,"INR 971,003",30.0,Kanan Pradhan,25-May-2026 05:48 PM,850.pdf (351.00 KB),1,3385081,AYUSHMAN TRADERS,07-Feb-2026 03:22 PM,Rejected-Finance,as per transparent lottery system,25-May-2026 05:45 PM,Kanan Pradhan,Internal,,Kanan Pradhan,25-May-2026 05:40 PM,techsummary_578549.pdf (256.83 KB),CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,2026_CERWI_125294_1,RWKSNG-online-10/25-26,S/R to Risida to Pourkela at Ch. 0/500 to 1/500 for the year 25-26,Kanan Pradhan,Internal,,Kanan Pradhan,25-May-2026 05:45 PM,finsummary_578549.pdf (256.83 KB),Finance,21 nos bidders participated and admitted,Tapan Kumar Badnayak,09-Feb-2026 01:42 PM,,BOQ Comparative Chart,1.0,3385198.0,SARITA SAHOO,INR,"971,003",AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3384110,BIRANCHI RANA,07-Feb-2026 11:39 AM,Rejected-Finance,as per transparent lottery system,25-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3384193,DOLAMANI CHOUDHURY,06-Feb-2026 07:44 PM,Rejected-Finance,as per transparent lottery system,25-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3384143,GHANASHYAM SAHU,06-Feb-2026 07:08 PM,Rejected-Finance,as per transparent lottery system,25-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3384172,Jagnyasen Panda,06-Feb-2026 09:23 PM,Rejected-Finance,as per transparent lottery system,25-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3384646,JAY SHRI RAM TRADERS,07-Feb-2026 12:30 PM,Rejected-Finance,as per transparent lottery system,25-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3384586,MEENA DEVI,07-Feb-2026 01:42 PM,Rejected-Finance,as per transparent lottery system,25-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3382846,MITRA BHANU SAHU,05-Feb-2026 05:43 PM,Rejected-Finance,as per transparent lottery system,25-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3385042,M/S ANIRUDH INFRA,07-Feb-2026 02:29 PM,Rejected-Finance,as per transparent lottery system,25-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3379970,NARESH KUMAR DAS,05-Feb-2026 03:37 PM,Rejected-Finance,as per transparent lottery system,25-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
