Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,VAT,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","7,080",0.0,Nil,Nil,No,"41,600",Yes,fixed,,Nil,Nil,1,ICICI BANK,"Executive Engineer, CD-I","At Bikash Bhawan, Jagannathlane Badambadi",Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IINo.28/2025-26,2025_ORULB_123536_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to road from Brundaban Hall back side to Samant Sahi Souchalaya (Canal Road) in Ward No. 24.,S/R to road from Brundaban Hall back side to Samant Sahi Souchalaya (Canal Road) in Ward No. 24.,Please refer Tender documents. ,NA ,"41,63,700",Civil Works - Others,NA ,Tender,90.0,90.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,20-Jan-2026 01:00 PM,04-Feb-2026 11:00 AM,20-Jan-2026 01:00 PM,31-Jan-2026 05:00 PM,NA ,NA ,20-Jan-2026 01:00 PM,31-Jan-2026 05:00 PM,AOC,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,28-May-2026 01:22 PM,finsummary_576850.pdf (400.81 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_123536_4,MC(CMC)CTC_Div-IINo.28/2025-26,S/R to road from Brundaban Hall back side to Samant Sahi Souchalaya (Canal Road) in Ward No. 24.,1.0,3374918.0,Pabitra Mohanty,INR,"4,163,766",Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified.,Bharat Kumar Sethi,04-Feb-2026 12:51 PM,finance_576850.pdf,BOQ Comparative Chart,28-May-2026,"INR 4,163,766",90.0,Subas Chandra Sahoo,28-May-2026 01:27 PM,wo.pdf (265.00 KB),Work Order,1,3374919,ASHIS KUMAR BISWAL,31-Jan-2026 09:13 AM,Rejected-AOC,Rejected,28-May-2026 01:27 PM,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,28-May-2026 01:19 PM,techsummary_576850.pdf (400.81 KB),AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3374918,Pabitra Mohanty,31-Jan-2026 09:07 AM,Accepted-AOC,Accepted,28-May-2026 01:27 PM,,,,,,,AOC
