Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"10,000",0.0,Nil,Nil,No,"82,219",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,13-Dec-2025 05:00 PM,22-Dec-2025 11:00 AM,13-Dec-2025 05:00 PM,20-Dec-2025 05:00 PM,13-Dec-2025 05:00 PM ,19-Dec-2025 05:00 PM ,13-Dec-2025 05:00 PM,20-Dec-2025 05:00 PM,05-Jan-2026 05:30 PM,SE RW Division Deogarh,O/o the SE RW Division Deogarh,Construction of Building of Panchayat Samiti Degree College Budhapal for the year 2025-26 in the district of Deogarh,Building works,Please refer Tender documents. ,NA ,"82,21,928",Civil Works - Buildings,NA ,Tender,90.0,180.0,Deogarh,768119.0,NA ,NA ,NA ,O/o the SE RW Division Deogarh,No ,No,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,SERWDGH-Online-09 of 2025-26,2025_CERWI_123199_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TCN,AOC,SE,Internal,,Subash Chandra Besra,05-May-2026 10:39 AM,finsummary_571641.pdf (227.89 KB),Technical,All are admitted,Subash Chandra Besra,23-Dec-2025 10:41 AM,,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,2025_CERWI_123199_1,SERWDGH-Online-09 of 2025-26,Construction of Building of Panchayat Samiti Degree College Budhapal for the year 2025-26 in the district of Deogarh,1.0,3302461.0,PRAMODINI NANDA,INR,"6,889,461",05-May-2026,"INR 6,889,461",180.0,Subash Chandra Besra,05-May-2026 10:42 AM,agt.pdf (228.00 KB),1,3307135,KEDARA KUMAR PRADHAN,16-Dec-2025 01:05 PM,Rejected-AOC,Lose the lottery,05-May-2026 10:42 AM,Finance,Admitted,Nagbhusan Soren,05-Jan-2026 06:40 PM,,BOQ Comparative Chart,SE,Internal,,Subash Chandra Besra,05-Jan-2026 05:11 PM,05-Jan-2026 05:30 PM,techsummary_571641.pdf (341.89 KB),AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3318981,M/S ABHIJIT PRADHAN,20-Dec-2025 12:41 PM,Rejected-Technical,"Qualified,due to non submission of mechineries",05-Jan-2026 05:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3302461,PRAMODINI NANDA,15-Dec-2025 10:29 AM,Accepted-AOC,Draw the agreement,05-May-2026 10:42 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3319120,SARAT CHANDRA SAHU,20-Dec-2025 01:20 PM,Rejected-AOC,Lose the lottery,05-May-2026 10:42 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3318729,"SHRI GANESH CONSTRUCTION,PROP-SAPAN KUMAR SAHU",20-Dec-2025 01:35 PM,Rejected-AOC,Lose the lottery,05-May-2026 10:42 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3318925,SURAJ KUMAR RAUL,20-Dec-2025 12:21 PM,Rejected-AOC,Lose the lottery,05-May-2026 10:42 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3319168,YOSHABANTA SAHOO,20-Dec-2025 01:34 PM,Rejected-AOC,Lose the lottery,05-May-2026 10:42 AM,,,,,,,,,,,,,,AOC
