EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"8,390",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,21-Feb-2026 06:00 PM,05-Mar-2026 11:00 AM,21-Feb-2026 06:00 PM,02-Mar-2026 05:00 PM,NA ,NA ,21-Feb-2026 06:00 PM,02-Mar-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN","Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",Rourkela Municipal Corporation,MC/RMC/14/2026,2026_RMC_126401_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",Nil,Nil,No,"Redevelopement of HIG B 213 Park, Kalinga Vihar, Chhend, Ward No. 13 under RMC Rourkela",Works,Please refer Tender documents. ,NA ,"8,39,000",Civil Works - Others,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,AOC,1.0,3416155.0,RABINDRA KUMAR JENA,INR,"839,037.8",13-May-2026,"INR 839,037.8",30.0,Birendra Nanda,13-May-2026 12:44 PM,BID14.pdf (4917.00 KB),Awarded to Rabindra KUmar Jena,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,13-May-2026 12:07 PM,finsummary_582280.pdf (4917.34 KB),Rourkela Municipal Corporation,2026_RMC_126401_7,MC/RMC/14/2026,"Redevelopement of HIG B 213 Park, Kalinga Vihar, Chhend, Ward No. 13 under RMC Rourkela",1,3413152,AMARENDRA KUMAR KAR,26-Feb-2026 05:56 PM,Rejected-Technical,By The Tender Committee,11-May-2026 02:12 PM,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,11-May-2026 02:12 PM,techsummary_582280.pdf (4917.34 KB),Finance,EMD refund,Manas Biswal,11-May-2026 01:20 PM,finance_582280.pdf,BOQ Comparative Chart,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,3416053,AMULYA KUMAR SETHI,02-Mar-2026 11:41 AM,Rejected-Technical,By The Tender Committee,11-May-2026 02:12 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3,3414748,ANIL BEHERA (S.C),02-Mar-2026 03:25 PM,Rejected-Technical,By The Tender Committee,11-May-2026 02:12 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4,3414476,ARADHYA CONSTRUCTION,27-Feb-2026 06:30 PM,Rejected-Technical,By The Tender Committee,11-May-2026 02:12 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5,3414094,ARATI TRIPATHY,27-Feb-2026 02:04 PM,Rejected-Technical,By The Tender Committee,11-May-2026 02:12 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6,3414526,BARUNI MALLICK,27-Feb-2026 07:48 PM,Rejected-Technical,By The Tender Committee,11-May-2026 02:12 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,7,3416054,BHOLA NATH ROUT,02-Mar-2026 11:41 AM,Rejected-Technical,By The Tender Committee,11-May-2026 02:12 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,8,3416787,BISWESWARI BUDA,02-Mar-2026 03:29 PM,Rejected-Technical,By The Tender Committee,11-May-2026 02:12 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,9,3414870,BRAJA MOHAN BEURA,28-Feb-2026 09:50 PM,Rejected-Technical,By The Tender Committee,11-May-2026 02:12 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,10,3416583,CHINMAY GAYAN,02-Mar-2026 02:22 PM,Rejected-Technical,By The Tender Committee,11-May-2026 02:12 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,11,3414170,GYANA RANJAN DAS,27-Feb-2026 02:41 PM,Rejected-Technical,By The Tender Committee,11-May-2026 02:12 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,12,3413855,HIMANSU SEKHAR NAYAK,27-Feb-2026 12:24 PM,Rejected-Technical,By The Tender Committee,11-May-2026 02:12 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,13,3416806,MANAS KUMAR NAYAK,02-Mar-2026 03:35 PM,Rejected-Technical,By The Tender Committee,11-May-2026 02:12 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,14,3416950,MS KANHA CONSTRUCTION,02-Mar-2026 04:26 PM,Rejected-Technical,By The Tender Committee,11-May-2026 02:12 PM,,,,,,,,,,,,,AOC
