Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
D S Jena,Internal,,SUDHANSHU KAR,30-Jan-2026 06:36 PM,31-Jan-2026 11:00 AM,techsummary_565886.pdf (116.94 KB),Finance,Admitted,DUSHASAN JENA,25-May-2026 11:44 AM,finance_565886.pdf,BOQ Comparative Chart,25-May-2026,"INR 2,378,161",90.0,DUSHASAN JENA,25-May-2026 12:00 PM,BankamuhanaIVTW.pdf (64.00 KB),Awarded of Work including GST,1,3266349,Amaresh Kumar Biswal,29-Nov-2025 01:49 PM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 12:00 PM,1.0,3263466.0,Anushka Infrastructure Prop -Hrushi Kesha Pati,INR,"2,378,161",Technical,Admitted,SUDHANSHU KAR,30-Jan-2026 06:25 PM,technical_565886.pdf,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,2025_OLIC_121606_63,04/2025-26(3373)/OLIC(BDK)/Dt. 03.11.2025,Installation and Energization of Bankamuhana-IV TW Project under Bhandaripokhari Block,D S Jena,Internal,,DUSHASAN JENA,25-May-2026 11:54 AM,finsummary_565886.pdf (116.87 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,DTCN,21-Nov-2025 11:00 AM,01-Dec-2025 11:00 AM,21-Nov-2025 11:00 AM,29-Nov-2025 05:00 PM,21-Nov-2025 11:00 AM ,29-Nov-2025 05:00 PM ,21-Nov-2025 11:00 AM,29-Nov-2025 05:00 PM,31-Jan-2026 11:00 AM,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,04/2025-26(3373)/OLIC(BDK)/Dt. 03.11.2025,2025_OLIC_121606_63,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,"E.E. L.I. Division, Bhadrak","E.E. L.I. Division, Bhadrak",1.0,ICICI BANK,Installation and Energization of Bankamuhana-IV TW Project under Bhandaripokhari Block,Installation and Energization of Bankamuhana-IV TW Project under Bhandaripokhari Block,Please refer Tender documents. ,NA ,"23,70,769",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,"L.I. Division, Bhadrak",756100.0,NA ,NA ,NA ,"L.I. Division, Bhadrak",No ,No,"23,708",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,2,3263466,Anushka Infrastructure Prop -Hrushi Kesha Pati,28-Nov-2025 02:02 PM,Accepted-AOC,Awarded of work through lottery draw in the presence of all Tender Committee member.,25-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3266003,ASHOK KUMAR JENA,29-Nov-2025 01:05 PM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3263591,BRAHMA SWARUP MOHAPATRA,28-Nov-2025 10:57 PM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3265802,Manas Kumar Jena,29-Nov-2025 01:43 PM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3264971,M/s Maa Subarnmukhi Engineering,29-Nov-2025 03:36 PM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3261558,POWERTECH ENGINEERING.TAPAS RANJAN PATI,28-Nov-2025 10:26 AM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3262813,RAHUL DAS,28-Nov-2025 05:26 PM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3265695,Rudra Narayan Nayak,29-Nov-2025 10:57 AM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3263154,SAMBIT SWAGAT JENA,28-Nov-2025 12:49 PM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
