Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-PHULBANI,CCE_R and B_PLB_05 of 2024_25,2024_EICCL_105752_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"1,96,100",Yes,fixed,,Nil,Nil,Improvement of 6 (Six) Nos of Link Road in the District of Kandhamal for the year 2024_25,Improvement of 6 (Six) Nos of Link Road in the District of Kandhamal for the year 2024_25,Please Refer Tender Documents ,NA ,"1,96,01,411",Civil Works - Roads,NA ,Tender,90.0,120.0,Phulbani,762001.0,NA ,NA ,NA ,Office of the CCE Phulbani RandB Circle Phulbani,No ,No,19-Oct-2024 10:00 AM,04-Nov-2024 11:00 AM,19-Oct-2024 10:00 AM,02-Nov-2024 05:00 PM,19-Oct-2024 10:00 AM ,01-Nov-2024 05:00 PM ,19-Oct-2024 10:00 AM,02-Nov-2024 05:00 PM,22-Nov-2024 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Online Bid Cost, EMD as per clause 06 of DTCN, affidavit, RC, PAN,GST",CCE Phulbani RandB Circle Phulbani,Office of the CCE Phulbani RandB Circle Phulbani District Kandhamal PIN 762001,AOC,07-May-2026,"INR 16,663,159",120.0,Pravat Kumar Das,07-May-2026 04:45 PM,AgreementNo_421P1of2024_25.pdf (710.00 KB),Awarded being L1 bidder,1,2606688,ASHUTOSH PANDA,02-Nov-2024 04:11 PM,Rejected-Finance,Rejected being L2 bidder,07-May-2026 04:36 PM,CCE Phulbani RandB Circle Phulbani,Internal,CCE Phulbani RandB Circle Phulbani SE Phulbani RandB Division Phulbani DAO Phulbani RandB Division Phulbani PA to CCE Phulbani RandB Circle Phulbani,Pravat Kumar Das,22-Nov-2024 01:08 PM,22-Nov-2024 04:00 PM,techsummary_509975.pdf (1014.89 KB),1.0,Revoke Corrigendum,Revoke Corrigendum,22-Nov-2024 12:19 PM,RevockeProceeding.pdf ,999.66,Technical Opening,Finance,All document are received and under scrutiny,Pravat Kumar Das,28-Nov-2024 04:47 PM,,BOQ Comparative Chart,EIC-CIVIL||SERNB-CIRCLE-PHULBANI,2024_EICCL_105752_2,CCE_R and B_PLB_05 of 2024_25,Improvement of 6 (Six) Nos of Link Road in the District of Kandhamal for the year 2024_25,Technical,All document are received and under scrutiny,Pravat Kumar Das,22-Nov-2024 12:50 PM,,CCE Phulbani (R and B) Circle Phulbani,Internal,CCE Phulbani RandB Circle Phulbani SE Phulbani RandB Division Phulbani DAO Phulbani RandB Division Phulbani PA to CCE Phulbani RandB Circle Phulbani,Pravat Kumar Das,07-May-2026 04:36 PM,finsummary_509975.pdf (123.21 KB),1.0,2591973.0,RAHUL BOSE,INR,"16,663,159",AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Experience, Machineries and other documents as per DTCN",,,AOC,,,,,,,,2,2606491,ASWANI KUMAR MAHAPATRA,02-Nov-2024 02:51 PM,Rejected-Finance,Rejected being L3 bidder,07-May-2026 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,3,2591973,RAHUL BOSE,01-Nov-2024 05:03 PM,Accepted-AOC,Awarded being L1 bidder,07-May-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2606803,SACHINDRA MALLIK,02-Nov-2024 04:02 PM,Rejected-Technical,Work experience ie execution of similar nature of work asper clause122 notfurnished atleast 1roadwork costing notless than 137lakhs or2nos of road work not less than 68point5 lakhs each having WMM BM SDBCandRCCworkHence rejected asperClause122ofDTCN,22-Nov-2024 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2597560,Sandeep Panigrahi,02-Nov-2024 01:49 PM,Rejected-Finance,Rejected being L4 bidder,07-May-2026 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
