Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Additional Chief Engineer, P.H. Division, Balangir","Additional Chief Engineer, P.H. Division, Balangir",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, PAN, GSTIN, Contractor Registration Certificate, Experience Certificate etc.","Construction of compound wall and site development at New WTP, Patnagarh","Construction of compound wall and site development at New WTP, Patnagarh",Please refer DTCN ,NA ,"49,37,135",Civil Works - Water Works,NA ,Tender,120.0,90.0,Patnagarh NAC,767025.0,NA ,NA ,NA ,"Additional Chief Engineer, P.H. Division, Balangir",No ,No,"49,371",Yes,percentage,1.0%,Nil,Nil,15-Nov-2025 01:30 PM,01-Dec-2025 11:00 AM,15-Nov-2025 01:30 PM,29-Nov-2025 05:00 PM,15-Nov-2025 01:30 PM ,26-Nov-2025 05:00 PM ,15-Nov-2025 01:30 PM,29-Nov-2025 05:00 PM,1.0,ICICI BANK,PHEO||PH Circle Bhawanipatna||PH Division Balangir,ACEPHBGR 12/2025-26,2025_PHEO_121341_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,Additional Chief Engineer,Internal,"Additional Chief Engineer, Divisional Accounts Officer, SE Estimator",Indrajit Sahu,07-May-2026 10:01 AM,finsummary_564531.pdf (2302.02 KB),Finance,Opening summary,Indrajit Sahu,01-Dec-2025 01:08 PM,finance_564531.pdf,BOQ Comparative Chart,07-May-2026,"INR 4,197,058",90.0,Indrajit Sahu,07-May-2026 10:05 AM,wo.pdf (2302.00 KB),L1 bidder has respond,1,3266686,BANAMALI SAHU,29-Nov-2025 03:23 PM,Rejected-Finance,Due to transparent Lottery,07-May-2026 10:01 AM,PHEO||PH Circle Bhawanipatna||PH Division Balangir,2025_PHEO_121341_1,ACEPHBGR 12/2025-26,"Construction of compound wall and site development at New WTP, Patnagarh",1.0,3265687.0,Umakanta Daruan,INR,"4,197,058",Additional Chief Engineer,Internal,"Additional Chief Engineer, Divisional Accounts Officer, SE Estimator",Indrajit Sahu,07-May-2026 09:53 AM,techsummary_564531.pdf (3637.71 KB),AOC
,,,,.pdf,Other Documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3259926,DEBASHISH PANIGRAHI,28-Nov-2025 09:59 PM,Rejected-Finance,Due to transparent Lottery,07-May-2026 10:01 AM,,,,,,,,,,,,,,,,AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3261125,JUBARAJ KUMBHAR,29-Nov-2025 07:56 AM,Rejected-Finance,Due to transparent Lottery,07-May-2026 10:01 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3265671,JYOTIRANJAN MISHRA,29-Nov-2025 10:42 AM,Rejected-Finance,Due to transparent Lottery,07-May-2026 10:01 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3264764,KALYANI SIPKA,28-Nov-2025 06:02 PM,Rejected-Finance,Due to transparent Lottery,07-May-2026 10:01 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3266290,Kunja Bihari Sahu,29-Nov-2025 03:26 PM,Rejected-Finance,Due to transparent Lottery,07-May-2026 10:01 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3266708,LOKANATH BARIK,29-Nov-2025 03:38 PM,Rejected-Finance,Due to transparent Lottery,07-May-2026 10:01 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3265146,MAHAMMED RIZWAN,28-Nov-2025 09:12 PM,Rejected-Finance,Due to transparent Lottery,07-May-2026 10:01 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3260083,M/S AYAAN VENTURES,28-Nov-2025 02:14 PM,Rejected-Finance,Due to transparent Lottery,07-May-2026 10:01 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3264970,PRATIK ARYA,28-Nov-2025 07:15 PM,Rejected-Finance,Due to transparent Lottery,07-May-2026 10:01 AM,,,,,,,,,,,,,,,,AOC
