EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"12,113",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents as per DTCN,1.0,ICICI BANK,Municipal Bodies||Patnagarh NAC,NACPTG/03(01-10)/2025-26,2026_ORULB_126867_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,Repair and Covering of Drain from Nehra Petrol Pump to Rathabhata at Barhampur Main Road in ward No.06 under N.A.C. Patnagarh,Repair and Covering of Drain from Nehra Petrol Pump to Rathabhata at Barhampur Main Road in ward No.06 under N.A.C. Patnagarh,Please refer Tender documents. ,NA ,"12,11,301",Civil Works - Others,Drain ,Tender,180.0,90.0,"Patnagarh,NAC",767025.0,NA ,NA ,NA ,"O/O - Executive Officer, Patnagarh NAC",No ,No,05-Mar-2026 05:00 PM,17-Mar-2026 11:00 AM,05-Mar-2026 05:00 PM,16-Mar-2026 05:00 PM,NA ,NA ,05-Mar-2026 05:00 PM,16-Mar-2026 05:00 PM,"Executive Officer, Patnagarh NAC","Patnagarh NAC, Balangir , Odisha . 767025",AOC,20-May-2026,"INR 1,210,090",90.0,Narayan Dandsena,20-May-2026 04:27 PM,wo7.pdf (746.00 KB),Sri Sanjeet Kumar Samal selected in Lottery Process to execute the work Repair and Covering of Drain from Nayara Petrol Pump to Rathabhata at Barhampur Main Road in ward No.06 under N.A.C. Patnagar,1,3432918,BIJAYANANDA DASH,16-Mar-2026 01:46 PM,Rejected-AOC,Sri Sanjeet Kumar Samal selected in Lottery Process to execute the above work,20-May-2026 04:27 PM,"Narayan Dandasena, Executive Officer",Internal,"Executive Officer, Municipal Engineer, Junior Engineer",Narayan Dandsena,20-May-2026 04:11 PM,techsummary_583905.pdf (1013.16 KB),"Narayan Dandasena, Executive Officer",Internal,"Executive Officer, Municipal Engineer, Junior Engineer",Narayan Dandsena,20-May-2026 04:14 PM,finsummary_583905.pdf (1013.16 KB),Municipal Bodies||Patnagarh NAC,2026_ORULB_126867_7,NACPTG/03(01-10)/2025-26,Repair and Covering of Drain from Nehra Petrol Pump to Rathabhata at Barhampur Main Road in ward No.06 under N.A.C. Patnagarh,1.0,3430589.0,sanjeet kumar samal,INR,"1,210,090",Finance,BID Opened,Narayan Dandsena,20-May-2026 04:07 PM,finance_583905.pdf,BOQ Comparative Chart,AOC
,,,,,,,,.xls,BID BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3433191,BIRENDRA SETH,16-Mar-2026 03:10 PM,Rejected-AOC,Sri Sanjeet Kumar Samal selected in Lottery Process to execute the above work,20-May-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3433362,BISWAJIT HOTA,16-Mar-2026 03:53 PM,Rejected-AOC,Sri Sanjeet Kumar Samal selected in Lottery Process to execute the above work,20-May-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3432999,DEEPAK KUMAR KHAMARI,16-Mar-2026 02:04 PM,Rejected-AOC,Sri Sanjeet Kumar Samal selected in Lottery Process to execute the above work,20-May-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3431529,DHIRENDRA KUMAR SETH,15-Mar-2026 03:16 PM,Rejected-AOC,Sri Sanjeet Kumar Samal selected in Lottery Process to execute the above work,20-May-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3431226,DOSALIN MISHRA,14-Mar-2026 09:32 PM,Rejected-AOC,Sri Sanjeet Kumar Samal selected in Lottery Process to execute the above work,20-May-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3433462,JAGAMOHAN MEHER,16-Mar-2026 04:54 PM,Rejected-AOC,Sri Sanjeet Kumar Samal selected in Lottery Process to execute the above work,20-May-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3433063,RAJESH RANJAN PATRA,16-Mar-2026 02:27 PM,Rejected-AOC,Sri Sanjeet Kumar Samal selected in Lottery Process to execute the above work,20-May-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3431024,RAJ KUMAR KUDEI,14-Mar-2026 06:12 PM,Rejected-AOC,Sri Sanjeet Kumar Samal selected in Lottery Process to execute the above work,20-May-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3432757,RAKESH KUMAR SAHOO,16-Mar-2026 01:59 PM,Rejected-AOC,Sri Sanjeet Kumar Samal selected in Lottery Process to execute the above work,20-May-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3430589,sanjeet kumar samal,16-Mar-2026 03:27 PM,Accepted-AOC,Sri Sanjeet Kumar Samal selected in Lottery Process to execute the above work,20-May-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,3433395,SANJUKTA PANIGRAHI,16-Mar-2026 04:03 PM,Rejected-AOC,Sri Sanjeet Kumar Samal selected in Lottery Process to execute the above work,20-May-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
