Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Gajapati,3407-date-15.11.2025-NUAGADA BLOCK,2025_OSCSC_121336_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,NOTIFICATION WITH DTCN,18-Nov-2025 09:00 AM,28-Nov-2025 11:00 AM,18-Nov-2025 10:00 AM,27-Nov-2025 05:00 PM,18-Nov-2025 10:00 AM ,19-Nov-2025 06:00 PM ,18-Nov-2025 10:00 AM,27-Nov-2025 05:00 PM,04-Dec-2025 11:00 AM,SELECTION OF Level-II Transport Contractor of Custom Milled Rice CMR from RRC to FPS under OSCSC Ltd in Gajapati for the biennial 2025-27-NUAGDA,Transport Contractor of Custom Milled Rice CMR from RRC to FPS under OSCSC Ltd in Gajapati for the biennial 2025-27-NUAGDA,AS PER DTCN ,NA ,"40,14,801",Handling and Transportation,NA ,Tender,180.0,NA ,GAJAPTI,761200.0,"CSO cum District Manager , OSCSC Ltd., Gajapati, ","CSO cum District Manager , OSCSC Ltd., Gajapati, ",19-Nov-2025 06:00 PM ,"CSO cum District Manager , OSCSC Ltd., Gajapati,",No ,No,1,ICICI BANK,"CSO cum DM, Gajapati","CSO cum District Manager , OSCSC Ltd., Gajapati,","5,900",0.0,Nil,Nil,No,"2,00,740",No,percentage,5.0%,Nil,Nil,AOC,26-May-2026,"INR 4,014,801",430.0,Abinash Nayak,26-May-2026 11:58 AM,1300.pdf (185.00 KB),1,3255078,CHIRANJEEVULU RAUTU,27-Nov-2025 04:48 PM,Accepted-AOC,TECHNICAL QUALIFIED and as per order no 1186 dated 04.05.2026,26-May-2026 11:58 AM,Finance,Proceeding uploaded,Abinash Nayak,22-Apr-2026 09:17 AM,finance_564532.pdf,BOQ Comparative Chart,COLLECTOR GAJAPATI,Internal,"ADM,DLO,RTO,DSWO",Anup Panda,03-Dec-2025 11:50 AM,04-Dec-2025 11:00 AM,techsummary_564532.pdf (84.92 KB),COLLECTOR GAJAPATI,Internal,CSO DSWO DLO RTO ADM,Abinash Nayak,22-Apr-2026 09:28 AM,finsummary_564532.pdf (100.74 KB),Technical,two bidder admitted,Anup Panda,03-Dec-2025 11:36 AM,,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Gajapati,2025_OSCSC_121336_1,3407-date-15.11.2025-NUAGADA BLOCK,SELECTION OF Level-II Transport Contractor of Custom Milled Rice CMR from RRC to FPS under OSCSC Ltd in Gajapati for the biennial 2025-27-NUAGDA,1.0,3255078.0,CHIRANJEEVULU RAUTU,INR,"4,014,801",AOC
,,,,,,,,,,,,,,2,Finance,.xls,BOQ OF NUAGADA FOR FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,AOC,,,,,,,2,3259179,KAPPLA TRINATH,27-Nov-2025 04:24 PM,Rejected-Finance,due to higher side,22-Apr-2026 09:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
