Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
S/R to Fire Station Building at Patna for the year 2025-26,S/R to Fire Station Building at Patna for the year 2025-26,Please refer Tender documents. ,NA ,"4,24,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,KEONJHAR,758001.0,NA ,NA ,NA ,"R.W DIVISION-I,KEONJHAR",No ,No,"4,240",Yes,percentage,1.0%,Nil,Nil,SUPERINTENDING ENGINEER,"At-Gambharia Po-DD College Near Dairy Farm, Keonjhar",05-Dec-2025 11:00 AM,17-Dec-2025 11:00 AM,05-Dec-2025 11:00 AM,16-Dec-2025 05:00 PM,05-Dec-2025 11:00 AM ,15-Dec-2025 05:00 PM ,05-Dec-2025 11:00 AM,16-Dec-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GST, AFFIDAVIT AS PER ANNEXURE",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,NCB 15 OF 2025-26,2025_CERWI_122497_26,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,AOC,SE,Internal,,Sridhar Sahoo,05-Feb-2026 01:35 PM,finsummary_569443.pdf (1048.69 KB),SE,Internal,,Sridhar Sahoo,05-Feb-2026 01:30 PM,techsummary_569443.pdf (1048.69 KB),1.0,3307988.0,DASARATHI SWAIN,INR,"359,886",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,2025_CERWI_122497_26,NCB 15 OF 2025-26,S/R to Fire Station Building at Patna for the year 2025-26,1,3305282,AAKASH KUMAR SETHY,16-Dec-2025 10:40 AM,Rejected-AOC,Rejected,06-May-2026 01:37 PM,06-Feb-2026,"INR 359,886",30.0,Kapileswar Singh,06-May-2026 01:37 PM,26.pdf (738.00 KB),Finance,cover1,Kapileswar Singh,31-Dec-2025 05:44 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3306569,ABHIJEET NAYAK,16-Dec-2025 04:26 PM,Rejected-AOC,Rejected,06-May-2026 01:37 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3306335,ANIL KUMAR NAYAK,16-Dec-2025 11:34 AM,Rejected-AOC,Rejected,06-May-2026 01:37 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3297786,ASHOK KUMAR SAHOO,12-Dec-2025 02:33 PM,Rejected-AOC,Rejected,06-May-2026 01:37 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3308648,BAIKUNTHA NATH ROUL,16-Dec-2025 04:26 PM,Rejected-AOC,Rejected,06-May-2026 01:37 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3296929,BHAMAMANI DAS,16-Dec-2025 11:41 AM,Rejected-AOC,Rejected,06-May-2026 01:37 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3298542,BHOLANATH SETHY,13-Dec-2025 11:48 AM,Rejected-AOC,Rejected,06-May-2026 01:37 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3307988,DASARATHI SWAIN,16-Dec-2025 03:41 PM,Accepted-AOC,Accepted,06-May-2026 01:37 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3304730,DUKHABANDHU SETHY,15-Dec-2025 05:44 PM,Rejected-AOC,Rejected,06-May-2026 01:37 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3298896,GITA RANI SAHOO,14-Dec-2025 01:38 PM,Rejected-AOC,Rejected,06-May-2026 01:37 PM,,,,,,,,,,,,,AOC
