Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Municipal Bodies||Balugaon NAC,Balugaon.02/2025-26,2026_ORULB_124641_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,17-Jan-2026 10:00 AM,02-Feb-2026 12:30 PM,17-Jan-2026 10:00 AM,31-Jan-2026 05:00 PM,NA ,NA ,17-Jan-2026 10:00 AM,31-Jan-2026 05:00 PM,17-Feb-2026 12:50 PM,Renovation of Crematorium and Construction of Smasan Road at K.K.Nuagaon in Ward No.09,Renovation of Crematorium and Construction of Smasan Road at K.K.Nuagaon in Ward No.09,Please refer Tender documents. ,NA ,"12,17,923",Civil Works - Others,NA ,Tender,120.0,90.0,OFFICE OF BALUGAON NAC,752030.0,NA ,NA ,NA ,BALUGAON NAC OFFICE,No ,No,"12,179",Yes,percentage,1.0%,Nil,Nil,"EXECUTIVE OFFICER, BALUGAON NAC","BALUGAON NAC, BALUGAON, KHORDHA",1.0,Fee/PreQual/Technical,.pdf,AS PER DTCN,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,No,AOC,1,3374708,PRAKASH CHANDRA PRADHAN,30-Jan-2026 06:46 PM,Rejected-AOC,L3,02-May-2026 06:48 PM,02-May-2026,"INR 1,023,177.07",90.0,Prananath Seth,02-May-2026 06:48 PM,5CREMSMASNRDKKNUAGN.pdf (236.00 KB),SUKANTI PAIKARAY,Internal,,Prananath Seth,17-Feb-2026 12:48 PM,17-Feb-2026 12:50 PM,techsummary_576052.pdf (367.68 KB),Finance,OK,Bimal Kumar Mishra,17-Feb-2026 01:58 PM,finance_576052.pdf,BOQ Comparative Chart,Technical,OK,Prananath Seth,17-Feb-2026 12:04 PM,technical_576052.pdf,Municipal Bodies||Balugaon NAC,2026_ORULB_124641_5,Balugaon.02/2025-26,Renovation of Crematorium and Construction of Smasan Road at K.K.Nuagaon in Ward No.09,SUKANTI PAIKARAY,Mixed,,Prananath Seth,02-May-2026 06:44 PM,finsummary_576052.pdf (383.81 KB),1.0,3371920.0,SUJIT KUMAR BADAJENA,INR,"1,023,177.07",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,,,,,,AOC,2,3374725,PRAKASH MAHAPATRA,30-Jan-2026 06:57 PM,Rejected-AOC,L2,02-May-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3371920,SUJIT KUMAR BADAJENA,29-Jan-2026 12:49 PM,Accepted-AOC,SELECTED L1 AS PER COMMITTEE,02-May-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
