Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
Finance,All the Bidders are submitted all the documents as per the DTCN,Siddharth Soren,06-May-2026 02:12 PM,finance_579113.pdf,BOQ Comparative Chart,06-May-2026,"INR 780,019",90.0,Siddharth Soren,06-May-2026 02:24 PM,IMG0002.pdf (755.00 KB),1.0,3396240.0,Manoj Kumar Nayak,INR,"780,019",Municipal Bodies||Chikiti NAC,2026_ORULB_125466_10,CHKT-NAC-03/2025 - 26,"Construction of Retaining wall for mini stadium and mini park at chikiti pentho,chikiti N.A.C",1,3398488,DILIP KUMAR SAHU,16-Feb-2026 01:39 PM,Rejected-AOC,Qualified,06-May-2026 02:24 PM,Chairperson,Internal,"E.O, M.E, J.E, Accountant",Siddharth Soren,06-May-2026 02:16 PM,techsummary_579113.pdf (2290.93 KB),Chairperson,Internal,"E.O, M.E, J.E, Accountant",Siddharth Soren,06-May-2026 02:20 PM,finsummary_579113.pdf (2290.93 KB),AOC,"Construction of Retaining wall for mini stadium and mini park at chikiti pentho,chikiti N.A.C",Civil Work,Please refer Tender documents. ,NA ,"7,82,380",Civil Works - Others,NA ,Tender,90.0,NA ,CHIKITI NAC,761010.0,NA ,NA ,NA ,CHIKITI NAC,No ,No,04-Feb-2026 11:00 AM,17-Feb-2026 11:00 AM,04-Feb-2026 11:00 AM,16-Feb-2026 05:00 PM,NA ,NA ,04-Feb-2026 11:00 AM,16-Feb-2026 05:00 PM,"7,825",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, GSTIN, PAN and other Documents","Executive Officer, Chikiti NAC",CHIKITI NAC,"4,000",0.0,Nil,Nil,No,Municipal Bodies||Chikiti NAC,CHKT-NAC-03/2025 - 26,2026_ORULB_125466_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,2,3396240,Manoj Kumar Nayak,16-Feb-2026 04:10 PM,Accepted-AOC,Awarded,06-May-2026 02:24 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,3,3396793,Mitra Sethi,16-Feb-2026 10:42 AM,Rejected-AOC,Qualified,06-May-2026 02:24 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,3395771,Tuni Sahu,14-Feb-2026 01:45 PM,Rejected-AOC,Qualified,06-May-2026 02:24 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
