Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,"CHIEF CONSTRUCTION ENGINEER, R.W.CIRCLE, SAMBALPUR","CHIEF CONSTRUCTION ENGINEER, R.W.CIRCLE, SAMBALPUR",25-Nov-2025 11:00 AM,10-Dec-2025 11:00 AM,25-Nov-2025 11:00 AM,09-Dec-2025 05:00 PM,25-Nov-2025 11:00 AM ,06-Dec-2025 05:00 PM ,25-Nov-2025 11:00 AM,09-Dec-2025 05:00 PM,30-Dec-2025 04:00 PM,CE RW I||RWCIRCLE-SAMBALPUR,ROAD TENDER ONLINE RWCSBP-19/2025-26,2025_CERWI_121903_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,GSTIN RC PAN TNDER COST EMD AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN,"1,56,401",Yes,percentage,1.0%,Nil,Nil,1.0,Other,Other,,1,ICICI BANK,Improvement to NH-6 to Nagenpali Road under MMSY (Imp. to existing RD Road) in the District of Bargarh for the year 2025-26.,Improvement to NH-6 to Nagenpali Road under MMSY (Imp. to existing RD Road) in the District of Bargarh for the year 2025-26.,Please refer Tender documents. ,NA ,"1,56,40,104",Civil Works - Roads,NA ,Tender,90.0,180.0,Bargarh,768028.0,NA ,NA ,NA ,"RURAL WORKS CIRCLE , SAMBALPUR",No ,No,AOC,26-May-2026,"INR 16,187,508",180.0,Sujit Behera,26-May-2026 12:50 PM,TECH.pdf (26.00 KB),1,3288856,M/S ANANTA BALIA CONSTRUCTION,09-Dec-2025 01:28 PM,Accepted-AOC,AOC,26-May-2026 12:50 PM,Sujit Behera,Internal,EE ESTIMATOR DAO,Sujit Behera,24-Dec-2025 06:48 PM,30-Dec-2025 04:00 PM,techsummary_566763.pdf (647.16 KB),Finance,2 NOS BIDDER,Madhusmita Mohanty,30-Dec-2025 05:03 PM,finance_566763.pdf,BOQ Comparative Chart,CE RW I||RWCIRCLE-SAMBALPUR,2025_CERWI_121903_2,ROAD TENDER ONLINE RWCSBP-19/2025-26,Improvement to NH-6 to Nagenpali Road under MMSY (Imp. to existing RD Road) in the District of Bargarh for the year 2025-26.,Technical,2 NOS BIDDER,Madhusmita Mohanty,11-Dec-2025 10:40 AM,technical_566763.pdf,Sujit Behera,Internal,,Sujit Behera,26-May-2026 12:40 PM,finsummary_566763.pdf (26.40 KB),1.0,3288856.0,M/S ANANTA BALIA CONSTRUCTION,INR,"16,187,508",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BILL OF QUANTITIES,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3290092,m/s ashok kumar dash,09-Dec-2025 11:58 AM,Rejected-Finance,L2 BIDDER,26-May-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
