Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,two nos of bidder for technical evaluation,Sandipta Panigrahi,16-May-2026 12:33 PM,finance_583640.pdf,BOQ Comparative Chart,1.0,3423946.0,K3ALERT SYSTEM,INR,"1,443,004",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM II,2026_EICCL_126794_1,SC RandB GM-II-32/2025-26,Provision of annual comprehensive maintenance contract of Fire fighting Alarm system for Fire Fighting system and Fire Extinguisher at CHC Purushottampur,Superintending Engineer,Internal,DAO and Estimator,Sandipta Panigrahi,16-May-2026 12:48 PM,finsummary_583640.pdf (663.87 KB),Superintending Engineer,Internal,DAO and Estimator,Sandipta Panigrahi,16-May-2026 12:41 PM,techsummary_583640.pdf (663.87 KB),1,3423946,K3ALERT SYSTEM,09-Mar-2026 12:05 PM,Accepted-AOC,work awarded,16-May-2026 12:54 PM,16-May-2026,"INR 1,443,004",365.0,Sandipta Panigrahi,16-May-2026 12:54 PM,Ppur.pdf (664.00 KB),Work awarded to K3 Alert system,AOC,1,ICICI BANK,"6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM II,SC RandB GM-II-32/2025-26,2026_EICCL_126794_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Provision of annual comprehensive maintenance contract of Fire fighting Alarm system for Fire Fighting system and Fire Extinguisher at CHC Purushottampur,Provision of annual comprehensive maintenance contract of Fire fighting Alarm system for Fire Fighting system and Fire Extinguisher at CHC Purushottampur,NA ,NA ,"20,14,244",Electrical Works,NA ,Tender,90.0,365.0,Ganjam,760005.0,NA ,NA ,NA ,"ROADS AND BUILDINGS DIVISION, GANJAM - II",No ,No,02-Mar-2026 10:00 AM,10-Mar-2026 11:30 AM,02-Mar-2026 10:00 AM,09-Mar-2026 04:00 PM,02-Mar-2026 10:00 AM ,06-Mar-2026 04:00 PM ,02-Mar-2026 10:00 AM,09-Mar-2026 04:00 PM,Divisional Officer,"ROADS AND BUILDINGS DIVISION, GANJAM - II",1.0,Fee/PreQual/Technical/Finance,.pdf,Cost of tender paper EMD GSTIN PAN Affidavit Regn cert and other documents as per DTCN,"20,200",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3423818,VACRON TECHNOLOGY PRIVATE LIMITED,09-Mar-2026 01:03 PM,Rejected-AOC,L2,16-May-2026 12:54 PM,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,AOC
