Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,2 nos. of have participarted in bidding process.,Aparna Dangua,28-May-2026 06:59 PM,,BOQ Comparative Chart,1.0,3346505.0,Sadananda Panda,INR,"847,232.89",Municipal Bodies||Ganjam NAC,2025_ORULB_123679_8,GJM-03-NAC/2025-26,"Construction of Guard wall at Samantara sahi bandha, in Ward No- 01 of NAC, Ganjam.",Chairperson,Internal,,Aparna Dangua,28-May-2026 07:25 PM,finsummary_572951.pdf (364.31 KB),Chairperson,Internal,,Aparna Dangua,28-May-2026 07:16 PM,techsummary_572951.pdf (364.31 KB),1,3346616,Murari Mohan Dash,06-Jan-2026 01:38 PM,Rejected-AOC,As quoted rate,28-May-2026 07:37 PM,28-May-2026,"INR 847,232.89",90.0,Aparna Dangua,28-May-2026 07:36 PM,WO.pdf (265.00 KB),AOC,Municipal Bodies||Ganjam NAC,GJM-03-NAC/2025-26,2025_ORULB_123679_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,"Construction of Guard wall at Samantara sahi bandha, in Ward No- 01 of NAC, Ganjam.","Construction of Guard wall at Samantara sahi bandha, in Ward No- 01 of NAC, Ganjam.",Please refer Tender documents. ,NA ,"8,47,233",Civil Works - Others,NA ,Tender,150.0,90.0,NAC Ganjam,761026.0,NA ,NA ,NA ,"Office of the Executive Officer, Ganjam NAC",No ,No,"Executive Officer, Ganjam NAC","Office of the Executive Officer, Ganjam NAC","10,000",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Regist_of_licence_GST_Regd_PAN_Paper_cost_Affidavit_Decl_and_other_doc_as_per_DTCN,23-Dec-2025 11:00 AM,07-Jan-2026 11:30 AM,23-Dec-2025 11:00 AM,06-Jan-2026 05:00 PM,NA ,NA ,23-Dec-2025 11:00 AM,06-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3346505,Sadananda Panda,06-Jan-2026 12:50 PM,Accepted-AOC,As quoted rate,28-May-2026 07:37 PM,,,,,,,AOC,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,AOC
