Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,23-Jan-2026 01:00 PM,30-Jan-2026 11:00 AM,23-Jan-2026 01:00 PM,29-Jan-2026 05:00 PM,23-Jan-2026 01:00 PM ,29-Jan-2026 01:00 PM ,23-Jan-2026 01:00 PM,29-Jan-2026 05:00 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,Tender Online Divn.NPR-16/2025-26,2026_CERWI_125022_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"SUPERINTENDING ENGINEER, R.W DIVISION, NIMAPARA","O/O THE SUPERINTENDING ENGINEER, R.W.D, NIMAPARA",1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",Special Repair of L09- Junei to Nagapur Road for the year 2025-26,Road Work,Please refer Tender documents. ,NA ,"27,10,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Nimapara,752106.0,NA ,NA ,NA ,"O/O THE SUPERINTENDING ENGINEER, R.W.D, NIMAPARA",No ,No,"27,100",Yes,percentage,1.0%,Nil,Nil,AOC,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,2026_CERWI_125022_1,Tender Online Divn.NPR-16/2025-26,Special Repair of L09- Junei to Nagapur Road for the year 2025-26,"S.E RW Division, Nimapara",Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Rasmita Sahoo,10-Apr-2026 01:57 PM,finsummary_577568.pdf (522.50 KB),Finance,opened,Mausumi Mishra,31-Jan-2026 11:44 AM,,BOQ Comparative Chart,1.0,3372632.0,M/s. STANGLOBE INFRATECH. Prop. JYOTIRMAYEE ROUTRAY,INR,"2,249,971.59",10-Apr-2026,"INR 2,249,971.59",90.0,Mausumi Mishra,07-May-2026 07:04 PM,Junei.pdf (794.00 KB),1,3372129,BIBEKANANDA SITHA,29-Jan-2026 02:20 PM,Rejected-Finance,Not Selected in lottery system,10-Apr-2026 01:57 PM,"S.E RW Division, Nimapara",Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Rasmita Sahoo,10-Apr-2026 01:34 PM,techsummary_577568.pdf (522.50 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3372604,DIPAK KUMAR SAHOO,29-Jan-2026 04:42 PM,Rejected-AOC,Reject,07-May-2026 07:06 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3372273,JHILLI MALLICK,29-Jan-2026 02:38 PM,Rejected-Finance,Not Selected in lottery system,10-Apr-2026 01:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3372117,JYOTIRANJAN MOHANTY,29-Jan-2026 01:35 PM,Rejected-Finance,Not Selected in lottery system,10-Apr-2026 01:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3370107,MANOJ KUMAR PRADHAN,28-Jan-2026 01:43 PM,Rejected-Finance,Not Selected in lottery system,10-Apr-2026 01:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3372632,M/s. STANGLOBE INFRATECH. Prop. JYOTIRMAYEE ROUTRAY,29-Jan-2026 04:53 PM,Accepted-AOC,Work awarded,07-May-2026 07:06 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3371535,RAJKISHORE NAYAK,29-Jan-2026 11:55 AM,Rejected-Finance,Not Selected in lottery system,10-Apr-2026 01:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3372064,RAKESH KUMAR BHOL,29-Jan-2026 01:25 PM,Rejected-Finance,Not Selected in lottery system,10-Apr-2026 01:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3372518,RAKESH KUMAR NAYAK,29-Jan-2026 04:21 PM,Rejected-Finance,Not Selected in lottery system,10-Apr-2026 01:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3371770,RAMESH CHANDRA PATRA,29-Jan-2026 01:40 PM,Rejected-Finance,Not Selected in lottery system,10-Apr-2026 01:57 PM,,,,,,,AOC
