Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-DHENKANAL,CCE DKL R and B/12-2025-26,2025_EICCL_123309_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GSTIN, EMD, PAN, Valid RC","5,12,000",Yes,fixed,,Nil,Nil,"Improvement of Baramba town road from 0/000 km to 0/942 km, Baramba town road (Tahasildar Qtr road) from 0/942 km to 1/100 km, Baramba town road (Pathuria Sahi road) from 1/100 km to 1/410 km and Baramba town road (Pathuria sahi to Bada Dandha sahi)","Improvement of Baramba town road from 0/000 km to 0/942 km, Baramba town road (Tahasildar Qtr road) from 0/942 km to 1/100 km, Baramba town road (Pathuria Sahi road) from 1/100 km to 1/410 km and Baramba town road (Pathuria sahi to Bada Dandha sahi)",Please refer tender documents ,NA ,"5,11,52,161",Civil Works - Roads,NA ,Tender,90.0,270.0,Choudwar,754025.0,NA ,NA ,NA ,CCE Dhenkanal R and B Circle,No ,No,16-Dec-2025 06:40 PM,31-Dec-2025 11:00 AM,16-Dec-2025 06:40 PM,30-Dec-2025 05:00 PM,NA ,NA ,16-Dec-2025 06:40 PM,30-Dec-2025 05:00 PM,22-Jan-2026 11:00 AM,1.0,ICICI BANK,CCE Dhenkanal R and B Circle,CCE Dhenkanal R and B Circle,AOC,CCE Dhenkanal (R and B) Circle,Internal,SE DAO Estimator of Division PA to CCE Estimator of Circle,Purna Chandra Dalai,16-May-2026 01:40 PM,finsummary_571957.pdf (158.05 KB),Technical,Opened,Lopamudra Priyadarsini,21-Jan-2026 05:47 PM,technical_571957.pdf,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL,2025_EICCL_123309_2,CCE DKL R and B/12-2025-26,"Improvement of Baramba town road from 0/000 km to 0/942 km, Baramba town road (Tahasildar Qtr road) from 0/942 km to 1/100 km, Baramba town road (Pathuria Sahi road) from 1/100 km to 1/410 km and Baramba town road (Pathuria sahi to Bada Dandha sahi)",1.0,3340042.0,JIMENDRA KUMAR BEHERA,INR,"50,594,602",1,3340118,BISWAJIT SAHOO,30-Dec-2025 04:24 PM,Rejected-AOC,quoted rate is in higher side,16-May-2026 01:45 PM,16-May-2026,"INR 50,594,602",270.0,Purna Chandra Dalai,16-May-2026 01:45 PM,Baramba_Town.pdf (346.00 KB),Agreement on dt. 27.04.2026,Finance,Opened,Purna Chandra Dalai,22-Jan-2026 12:04 PM,finance_571957.pdf,BOQ Comparative Chart,1.0,Tender Revocation,Tender Revocation,21-Jan-2026 04:54 PM,Revoke.pdf ,356.21,Technical Opening,CCE Dhenkanal (R and B) Circle,Internal,SE DAO Estimator of Division PA to CCE Estimator of Circle,Lopamudra Priyadarsini,21-Jan-2026 06:05 PM,22-Jan-2026 11:00 AM,techsummary_571957.pdf (371.75 KB),AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit, Machineries and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3340091,DEBABRATA SAMAL,30-Dec-2025 02:29 PM,Rejected-AOC,quoted rate is in higher side,16-May-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3340575,DEBASIS NAYAK,30-Dec-2025 04:37 PM,Rejected-Technical,Disqualified as per DTCN clause No. 14 ii,21-Jan-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3340042,JIMENDRA KUMAR BEHERA,30-Dec-2025 02:11 PM,Accepted-AOC,1st lowest and work has been awarded,16-May-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3330363,Kamal Lochan Das,29-Dec-2025 07:09 PM,Rejected-AOC,quoted rate is in higher side,16-May-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3334122,SOUGAT SEKHAR ROUTRAY,29-Dec-2025 09:50 AM,Rejected-AOC,quoted rate is in higher side,16-May-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3340038,SUBHASHKUMAR S JENA,30-Dec-2025 02:56 PM,Rejected-Technical,Disqualified as per DTCN clause No. 122 e,21-Jan-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
