Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Superintending Engineer Angul R and B Division,O/O the Superintending Engineer Angul RB Division,"6,000",0.0,Nil,Nil,No,07-Feb-2026 10:00 AM,24-Feb-2026 11:00 AM,07-Feb-2026 10:00 AM,23-Feb-2026 05:00 PM,NA ,NA ,07-Feb-2026 10:00 AM,23-Feb-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid Cost and EMD online, GSTIN, PAN, RC, Affidavit, and Other documents as per DTCN.","Repair and maintenance of Sub Jail Talcher such as painting of Administrative building, ward, perimeter wall and renovation for security management.","Repair and maintenance of Sub Jail Talcher such as painting of Administrative building, ward, perimeter wall and renovation for security management.",Please refer Tender documents. ,NA ,"16,74,576",Civil Works - Buildings,NA ,Tender,90.0,60.0,ANGUL,759122.0,NA ,NA ,NA ,O/O the Superintending Engineer Angul RB Division,No ,No,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,SE (R and B) Angul-70/ 2025-26,2026_EICCL_125653_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"16,800",Yes,fixed,,Nil,Nil,AOC,14-May-2026,"INR 1,674,576",60.0,Pratap Kumar Haripal,14-May-2026 01:40 PM,WO.pdf (493.00 KB),Agreement No. 70 P1 of 2026-27 (Contract value excluding GST) Date of Commencement- 30.04.2026 Date of Completion- 29.06.2026,1,3401280,ASHANTA KUMAR DEBATA,17-Feb-2026 08:11 PM,Rejected-AOC,Lottery looser,14-May-2026 01:40 PM,PK HARIPAL,Internal,K BEHERA Sr. DAO S PARIDA JE ESTIMATOR,Pratap Kumar Haripal,14-May-2026 01:23 PM,techsummary_579741.pdf (815.96 KB),PK HARIPAL,Internal,K BEHERA Sr. DAO S PARIDA JE ESTIMATOR,Pratap Kumar Haripal,14-May-2026 01:31 PM,finsummary_579741.pdf (285.60 KB),EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,2026_EICCL_125653_1,SE (R and B) Angul-70/ 2025-26,"Repair and maintenance of Sub Jail Talcher such as painting of Administrative building, ward, perimeter wall and renovation for security management.",1.0,3407428.0,TRISHULA SHAKTI THAMB,INR,"1,674,576",Finance,The validity of the tender is subject to the result of detail scrutiny of documents submitted by the bidder online.,Kapilendra Behera,13-Mar-2026 09:39 PM,finance_579741.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,2,3407637,BIBHUTI BHUSAN SWAIN,22-Feb-2026 06:29 PM,Rejected-AOC,Lottery looser,14-May-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3406073,BIJAYA KUMAR MOHANTY,20-Feb-2026 06:35 PM,Rejected-AOC,Lottery looser,14-May-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3407374,BIJAY KUMAR BEHERA,22-Feb-2026 11:32 AM,Rejected-AOC,Lottery looser,14-May-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3394863,BINAYA KUMAR DAS,16-Feb-2026 09:52 AM,Rejected-AOC,Lottery looser,14-May-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3403714,BULU JENA,20-Feb-2026 10:24 AM,Rejected-AOC,Lottery looser,14-May-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3405400,DILIP KUMAR ROUT,20-Feb-2026 07:34 PM,Rejected-AOC,Lottery looser,14-May-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3408188,GANESWAR MOHANTY,23-Feb-2026 01:17 PM,Rejected-AOC,Lottery looser,14-May-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3393093,GAUTAM CHANDRA BEHERA,11-Feb-2026 09:29 PM,Rejected-AOC,Lottery looser,14-May-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3407203,JITENDRA SAMAL,21-Feb-2026 07:20 PM,Rejected-AOC,Lottery looser,14-May-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
