Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,"Repair,Renovation and Up-gradation of Refurbishing Physical Health Infrastructure and Strengthening Basic Pateint Amenities at Saraskana PHC( NEW) under Saraskana Block in the district of Mayurbhanj Under AMA HOSPITAL INITITATIVES (2nd Phase).","Repair,Renovation and Up-gradation of Refurbishing Physical Health Infrastructure and Strengthening Basic Pateint Amenities at Saraskana PHC( NEW) under Saraskana Block in the district of Mayurbhanj Under AMA HOSPITAL INITITATIVES (2nd Phase).",Please refer Tender documents. ,NA ,"72,77,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"R.W.Division, Baripada",No ,No,04-Nov-2025 11:00 AM,12-Nov-2025 05:30 PM,04-Nov-2025 11:00 AM,12-Nov-2025 05:00 PM,04-Nov-2025 11:00 AM ,12-Nov-2025 03:00 PM ,04-Nov-2025 11:00 AM,12-Nov-2025 05:00 PM,26-Nov-2025 05:00 PM,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada","72,770",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"RC PAN GSTIN Notarised Agt.copy of Electrical Contractor, Affidavit and other documents as per DTCN",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,06(Online)/RWD/BPD/2025-26,2025_CERWI_120166_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,12-Dec-2025,"INR 6,270,470",180.0,Rajesh Pradhan,26-May-2026 02:08 PM,6_7.pdf (264.00 KB),1,3216636,ABHISHEK BEHERA,12-Nov-2025 12:28 PM,Rejected-AOC,unsuccessful bidder,26-May-2026 02:08 PM,Finance,.,Rajesh Pradhan,11-Dec-2025 07:20 PM,finance_558849.pdf,BOQ Comparative Chart,R.Pradhan,Internal,,Dibyamayee Behera,26-Nov-2025 04:15 PM,26-Nov-2025 05:00 PM,techsummary_558849.pdf (176.24 KB),R.Pradhan,Internal,,Rajesh Pradhan,12-Dec-2025 12:18 PM,finsummary_558849.pdf (201.25 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_120166_7,06(Online)/RWD/BPD/2025-26,"Repair,Renovation and Up-gradation of Refurbishing Physical Health Infrastructure and Strengthening Basic Pateint Amenities at Saraskana PHC( NEW) under Saraskana Block in the district of Mayurbhanj Under AMA HOSPITAL INITITATIVES (2nd Phase).",Technical,.,Dibyamayee Behera,26-Nov-2025 04:11 PM,technical_558849.pdf,1.0,3212732.0,MAHAPRASAD PANDA,INR,"6,270,470",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,AOC,,,,,,,2,3209704,AMARENDRA KUMAR BASHA,11-Nov-2025 08:54 PM,Rejected-AOC,unsuccessful bidder,26-May-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3217034,ASISHRANJAN SETHI,12-Nov-2025 01:22 PM,Rejected-AOC,unsuccessful bidder,26-May-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3218114,BIREN KUMAR PATTANAIK,12-Nov-2025 04:37 PM,Rejected-AOC,unsuccessful bidder,26-May-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3217825,HRUSHIKESH PATRA,12-Nov-2025 03:43 PM,Rejected-AOC,unsuccessful bidder,26-May-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3212732,MAHAPRASAD PANDA,12-Nov-2025 11:26 AM,Accepted-AOC,successful bidder,26-May-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3205799,MANOJ KUMAR SAHU,12-Nov-2025 11:51 AM,Rejected-AOC,unsuccessful bidder,26-May-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3217296,NILACHAKRA SAHU,12-Nov-2025 02:00 PM,Rejected-AOC,unsuccessful bidder,26-May-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3210013,PANKAJ KUMAR SENAPATI,10-Nov-2025 09:45 PM,Rejected-AOC,unsuccessful bidder,26-May-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3217474,Pradeep Kumar Brahma,12-Nov-2025 02:45 PM,Rejected-AOC,unsuccessful bidder,26-May-2026 02:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
