Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",Nil,Nil,No,28-Jan-2026 10:00 AM,05-Feb-2026 10:30 AM,28-Jan-2026 10:00 AM,04-Feb-2026 05:00 PM,28-Jan-2026 10:00 AM ,04-Feb-2026 05:00 PM ,28-Jan-2026 10:00 AM,04-Feb-2026 05:00 PM,1,ICICI BANK,"Divisional Forest Officer, Keonjhar Division","Office of the DFO, Keonjhar-758001",Construction of RCC Check Dam on Nallah-D inside Naibuga RF of Champua Range under OMBADC (DPR 2021-22),Construction of RCC Check Dam on Nallah-D inside Naibuga RF of Champua Range under OMBADC (DPR 2021-22),Please refer Tender documents. ,NA ,"10,80,543",Civil Works - Water Works,NA ,Tender,90.0,45.0,Nallah D inside Naibuga RF of Champua Range,758041.0,NA ,NA ,NA ,Keonjhar,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD,PAN,GST, Registration Certificate and Other Documents as per DTCN",Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,FEnCC-DFO (T)- KJR-04/2025-26,2026_DFOKJ_125068_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"10,900",Yes,fixed,,Nil,Nil,AOC,1,3376276,ANNAPURNA ROUT,03-Feb-2026 03:54 PM,Accepted-AOC,accepted,01-May-2026 01:09 PM,01-May-2026,"INR 1,018,631",45.0,Dhanraj Hanumant Dhamdhere,01-May-2026 01:08 PM,2ndWO3.pdf (373.00 KB),Work order issued,"Dhanraj H. Dhamdhere, IFS",Internal,"Jyotirmaya Suar, Jr Asst, Narayan Panda, Ic Head Clerk, Ashok Kumar Das, ACF, Sudipta Ku Panda, ACF",Dhanraj Hanumant Dhamdhere,14-Feb-2026 11:35 AM,techsummary_577716.pdf (55.67 KB),"Dhanraj H. Dhamdhere, IFS",Internal,"Jyotirmaya Suar, Jr Asst, Narayan Panda, Ic Head Clerk, Ashok Kumar Das, ACF, Sudipta Ku Panda, ACF",Dhanraj Hanumant Dhamdhere,14-Feb-2026 11:37 AM,finsummary_577716.pdf (46.00 KB),Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,2026_DFOKJ_125068_3,FEnCC-DFO (T)- KJR-04/2025-26,Construction of RCC Check Dam on Nallah-D inside Naibuga RF of Champua Range under OMBADC (DPR 2021-22),1.0,3376276.0,ANNAPURNA ROUT,INR,"1,018,631",Finance,BOQ CHART SUMMARY,Narayan Panda,05-Feb-2026 02:01 PM,finance_577716.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,2,3375731,GANGADHAR DAS,31-Jan-2026 08:49 PM,Rejected-Finance,Dis Qualified,14-Feb-2026 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
