Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Forest Environment and Climate Change Department||RCCF Angul||DFO Cuttack,DFO-CTC-04 of 2025-26,2026_DFOCU_124865_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,20-Jan-2026 03:00 PM,30-Jan-2026 11:00 AM,20-Jan-2026 03:00 PM,29-Jan-2026 05:00 PM,NA ,NA ,20-Jan-2026 03:00 PM,29-Jan-2026 05:00 PM,"49,941",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit and other mandatory document","SMC works such as Reinforced Cement Concrete Check Dam 54Mtr. Length of Kansa Section under Tomka Range in the District of Jajpur under OMBADC Scheme for the year 2025-2, DPR of 2023-24",Civil works,Refer to Tender Document ,NA ,"49,94,136",Civil Works - Others,NA ,Tender,90.0,60.0,"DFO Cuttack Forest Division, Cuttack",753010.0,NA ,NA ,NA ,O/o the DFO Cuttack Forest Division,No ,No,Divisional Forest Officer,O/o the DFO Cuttack Forest Division,AOC,1,3371669,BISWAJIT PATRA,29-Jan-2026 01:55 PM,Rejected-Finance,Disqualified,21-May-2026 01:01 PM,21-May-2026,"INR 4,387,398",60.0,Anil Kumar Ray,21-May-2026 01:48 PM,WO.pdf (659.00 KB),Work Order Issued to Sri Madhusudan Mallick SC B Class Contractor,DFO Cuttack,Internal,DFO ACF and SR Asst,Pramod Kumar Sethy,21-May-2026 12:33 PM,techsummary_576915.pdf (389.69 KB),Forest Environment and Climate Change Department||RCCF Angul||DFO Cuttack,2026_DFOCU_124865_1,DFO-CTC-04 of 2025-26,"SMC works such as Reinforced Cement Concrete Check Dam 54Mtr. Length of Kansa Section under Tomka Range in the District of Jajpur under OMBADC Scheme for the year 2025-2, DPR of 2023-24",DFO Cuttack,Internal,DFO ACF and Sr Asst,Pramod Kumar Sethy,21-May-2026 01:01 PM,finsummary_576915.pdf (411.41 KB),Finance,11Nos Bidders Participate on the above Tender work.,Anil Kumar Ray,30-Jan-2026 12:44 PM,,BOQ Comparative Chart,1.0,3370544.0,Sri Madhusudan Mallik,INR,"4,387,398",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,AOC,2,3371904,DEBARAJA PARIDA,29-Jan-2026 12:53 PM,Rejected-Finance,Disqualified,21-May-2026 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3371647,DEEPAK KUMAR JENA,29-Jan-2026 01:50 PM,Rejected-Finance,Disqualified,21-May-2026 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3372463,DEEPAK KUMAR ROUTRAY,29-Jan-2026 04:08 PM,Rejected-Finance,Disqualified,21-May-2026 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3372443,MADHUSUDAN BHOI,29-Jan-2026 03:23 PM,Rejected-Finance,Disqualified,21-May-2026 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3370995,MANORANJAN BISWAL,28-Jan-2026 06:47 PM,Rejected-Finance,Disqualified,21-May-2026 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3372108,M/S KAMLESH CONSTRUCTION,29-Jan-2026 02:24 PM,Rejected-Finance,Disqualified,21-May-2026 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3370544,Sri Madhusudan Mallik,29-Jan-2026 04:50 PM,Accepted-AOC,Due to L1 Bidders,21-May-2026 01:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3371957,SURENDRA PATRA,29-Jan-2026 01:06 PM,Rejected-Finance,Disqualified,21-May-2026 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3372513,SUSANTA KUMAR BAL,29-Jan-2026 03:54 PM,Rejected-Finance,Disqualified,21-May-2026 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
