Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",0.0,Nil,Nil,No,02-Feb-2026 01:30 PM,10-Feb-2026 11:30 AM,02-Feb-2026 01:30 PM,09-Feb-2026 05:00 PM,02-Feb-2026 01:30 PM ,08-Feb-2026 05:00 PM ,02-Feb-2026 01:30 PM,09-Feb-2026 05:00 PM,SR to Madaguda to Budaguda Road for the year 2025-26 (RCC Slab Culvert ),SR to Madaguda to Budaguda Road for the year 2025-26 (RCC Slab Culvert ),Please refer Tender documents. ,NA ,"12,70,777",Civil Works - Roads,NA ,Tender,90.0,30.0,"Executive Engineer RWD Balliguda, Kandhamal",762103.0,NA ,NA ,NA ,Executive Engineer RWD Balliguda,No ,No,Executive Engineer RWD Balliguda,Executive Engineer RWD Balliguda,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, GSTIN, PAN, RC, Machinery and as per DTCN Cost of tender Paper",1.0,ICICI BANK,CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,Online Tender- 17/EERWDBLG/2025-26,2026_CERWI_125375_16,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"12,710",Yes,fixed,,Nil,Nil,AOC,DAO/EE,Internal,DAO/EE,Mahendra Kalet,07-May-2026 09:03 AM,techsummary_578815.pdf (520.26 KB),DAO/EE,Internal,DAO/EE,Mahendra Kalet,07-May-2026 09:28 AM,finsummary_578815.pdf (520.26 KB),Finance,"Successful bidder Bikram Pradhan, C Class Contractor declared as winner in lottery",Mahendra Kalet,07-May-2026 08:54 AM,finance_578815.pdf,BOQ Comparative Chart,07-May-2026,"INR 914,960",30.0,Mahendra Kalet,07-May-2026 09:33 AM,Work.pdf (520.00 KB),"Successful bidder Bikram Pradhan, C Class Contractor declared as winner in lottery",1,3386881,BIJAYALAXMI MISHRA,09-Feb-2026 08:54 AM,Rejected-Finance,Unsucess,07-May-2026 09:28 AM,CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,2026_CERWI_125375_16,Online Tender- 17/EERWDBLG/2025-26,SR to Madaguda to Budaguda Road for the year 2025-26 (RCC Slab Culvert ),1.0,3387170.0,BIKRAM PRADHAN,INR,"914,960",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid Mail ID and Whatsapp No.,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3387170,BIKRAM PRADHAN,09-Feb-2026 03:25 PM,Accepted-AOC,"Successful bidder Bikram Pradhan, C Class Contractor declared as winner in lottery",07-May-2026 09:33 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3385697,BILARSEN PARASETH,09-Feb-2026 02:02 PM,Rejected-Technical,Unccessful bidder,07-May-2026 09:03 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3387108,BINAYAK MAHAPATRA,09-Feb-2026 12:20 PM,Rejected-Technical,Unccessful bidder,07-May-2026 09:03 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3386292,BINOD KUMAR SAHU,08-Feb-2026 06:07 PM,Rejected-Technical,Unccessful bidder,07-May-2026 09:03 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3385090,Ch. Subham Subudhi,09-Feb-2026 11:45 AM,Rejected-Technical,Unccessful bidder,07-May-2026 09:03 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3387680,JADAB PRADHAN,09-Feb-2026 04:29 PM,Rejected-Technical,Unccessful bidder,07-May-2026 09:03 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3388288,M/S SANJIB KUMAR MALLA,09-Feb-2026 04:58 PM,Rejected-Technical,Unccessful bidder,07-May-2026 09:03 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3387209,RAJASHREE CONSTRUCTION,09-Feb-2026 11:40 AM,Rejected-Technical,Unccessful bidder,07-May-2026 09:03 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3385675,SIBA NAYAK,09-Feb-2026 08:33 AM,Rejected-Technical,Unccessful bidder,07-May-2026 09:03 AM,,,,,,,,,,AOC
