Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Opening,Smita Sahoo,20-Jun-2025 05:30 PM,,BOQ Comparative Chart,Er D C Behera EIC (Civil-cum-Roads) Odisha,Internal,Er P Samantara CE Buildings I Odisha Er A K Lenka Addl CE Buildings I Odisha Smt Poonam Singa Financial Advisor,Priyabrata Samantara,20-Jun-2025 03:51 PM,20-Jun-2025 05:00 PM,techsummary_521692.pdf (723.18 KB),1.0,REVOCATION,Document,10-Jun-2025 06:25 PM,REVOCATION_Korukonda.PDF ,147.1,Technical Opening,21-May-2026,"INR 140,544,601",547.0,Priyabrata Samantara,21-May-2026 05:18 PM,AOC_Korukonda.pdf (819.00 KB),AOC,1,2732623,D. K. Engineering and Construction,07-Jan-2025 02:31 PM,Rejected-Finance,L1,24-Oct-2025 03:39 PM,1.0,2734245.0,MDSG CONSTRUCTION PRIVATE LIMITED,INR,"140,544,601",Principal Secretary to Govt. Works Dept Odisha,Internal,EIC Civil cum Roads Odisha CE Buildings I Odisha FA cum Special Secy to Govt Works Dept Odisha,Smita Sahoo,24-Oct-2025 03:39 PM,finsummary_521692.pdf (449.34 KB),EIC-CIVIL,2024_EICCL_108690_7,C.E. (B) - 24 / 2024-25,"Construction of CHC Building at Korukonda, Malkangiri.",Technical,8 Nos. Bidders Received,Smita Sahoo,20-Jun-2025 03:11 PM,,AOC,1.0,Fee/PreQual/Technical,.pdf,"Paper Cost and EMD Online, PAN, GSTIN, Affidavit, Regd. Certificate and other Documents as per DTCN.",1.0,ICICI BANK,"Construction of CHC Building at Korukonda, Malkangiri.","Construction of CHC Building at Korukonda, Malkangiri.",Please refer Tender documents. ,NA ,"15,61,43,319",Civil Works - Buildings,NA ,Tender,90.0,547.0,MALKANGIRI DIST.,764045.0,NA ,NA ,NA ,"O/o. the E.I.C. (Civil), Odisha, Bhubaneswar.",No ,No,"Chief Engineer, Buildings-I (I/C), Odisha, BBSR","O/o. the E.I.C. (Civil), Odisha, Unit-V, Nirman Soudha, Bhubaneswar.",EIC-CIVIL,C.E. (B) - 24 / 2024-25,2024_EICCL_108690_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,23-Dec-2024 06:30 PM,08-Jan-2025 11:30 AM,23-Dec-2024 06:30 PM,07-Jan-2025 05:00 PM,NA ,NA ,23-Dec-2024 06:30 PM,07-Jan-2025 05:00 PM,20-Jun-2025 05:00 PM,"15,62,000",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2734756,KAMALESH CONSTRUCTION PVT.LTD,07-Jan-2025 03:17 PM,Rejected-Technical,Disqualified,20-Jun-2025 03:51 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2734245,MDSG CONSTRUCTION PRIVATE LIMITED,07-Jan-2025 04:04 PM,Accepted-AOC,L1 (Selected through Transparent Lottery),21-May-2026 05:18 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2735018,RAJAT MOHAPATRA,07-Jan-2025 03:34 PM,Rejected-Finance,L1,24-Oct-2025 03:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2734984,SAGAR MOHAPATRA,07-Jan-2025 04:38 PM,Rejected-Technical,Disqualified,20-Jun-2025 03:51 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2726647,SUSHREESARADA CONSTRUCTION PRIVATE LIMITED,04-Jan-2025 03:30 PM,Rejected-Finance,L2,24-Oct-2025 03:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2729265,SUSHRITA MISHRA,07-Jan-2025 12:48 PM,Rejected-Finance,L1,24-Oct-2025 03:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2734714,TRIBHUBAN DAS,07-Jan-2025 04:32 PM,Rejected-Finance,L1,24-Oct-2025 03:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
