Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Construction of Drain from Ramesh Rout house to Raghu Rout house in ward no-23,Construction of Drain from Ramesh Rout house to Raghu Rout house in ward no-23,Please refer Tender documents. ,NA ,"2,54,362",Civil Works - Others,NA ,Tender,30.0,60.0,vyasanagar municipality,755019.0,NA ,NA ,NA ,Executive Officer Chamber,No ,No,Municipal Bodies||Vyasanagar Municipality,04/VNM/2025-26,2026_ORULB_125854_36,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,550",Yes,fixed,,Nil,Nil,12-Feb-2026 11:00 AM,02-Mar-2026 11:00 AM,12-Feb-2026 11:00 AM,27-Feb-2026 05:00 PM,NA ,NA ,12-Feb-2026 11:00 AM,27-Feb-2026 05:00 PM,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Executive Officer,"Vyasanagar Municipality,Jajpur Road",1.0,ICICI BANK,AOC,Eo,Internal,"me,je,accoutant",Manas Ranjan Sahoo,08-May-2026 12:25 PM,finsummary_580872.pdf (407.65 KB),Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,08-May-2026 12:08 PM,techsummary_580872.pdf (407.65 KB),1.0,3412026.0,KUMAR PRIYARANJAN,25-Feb-2026 09:58 PM,Rejected-Finance,due to l2,08-May-2026 12:25 PM,Municipal Bodies||Vyasanagar Municipality,2026_ORULB_125854_36,04/VNM/2025-26,Construction of Drain from Ramesh Rout house to Raghu Rout house in ward no-23,1.0,3411849.0,RAJENDRA BEHERA,INR,"253,522.77",08-May-2026,"INR 253,522.77",30.0,Manas Ranjan Sahoo,08-May-2026 12:29 PM,zxzz.pdf (406.00 KB),due to l1,Finance,ok,Manas Ranjan Sahoo,08-May-2026 11:56 AM,finance_580872.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,2.0,3411849.0,RAJENDRA BEHERA,25-Feb-2026 07:55 PM,Accepted-AOC,due to l1,08-May-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
