Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
SUPERINTENDING ENGINEER,"At-Gambharia Po-DD College Near Dairy Farm, Keonjhar",S/R to R.I. Office-cum-Residence at Palaspanga for the year 2025-26,S/R to R.I. Office-cum-Residence at Palaspanga for the year 2025-26,Please refer Tender documents. ,NA ,"2,54,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,KEONJHAR,758001.0,NA ,NA ,NA ,"R.W DIVISION-I,KEONJHAR",No ,No,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,NCB 15 OF 2025-26,2025_CERWI_122497_25,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GST, AFFIDAVIT AS PER ANNEXURE","2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,05-Dec-2025 11:00 AM,17-Dec-2025 11:00 AM,05-Dec-2025 11:00 AM,16-Dec-2025 05:00 PM,05-Dec-2025 11:00 AM ,15-Dec-2025 05:00 PM ,05-Dec-2025 11:00 AM,16-Dec-2025 05:00 PM,"2,540",Yes,percentage,1.0%,Nil,Nil,AOC,SE,Internal,,Kapileswar Singh,31-Jan-2026 01:21 PM,finsummary_569442.pdf (768.69 KB),SE,Internal,,Kapileswar Singh,31-Jan-2026 01:17 PM,techsummary_569442.pdf (768.69 KB),06-Feb-2026,"INR 215,978",30.0,Kapileswar Singh,06-May-2026 01:20 PM,25.pdf (753.00 KB),1.0,3299184.0,TRINATH MAHANTA,INR,"215,978",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,2025_CERWI_122497_25,NCB 15 OF 2025-26,S/R to R.I. Office-cum-Residence at Palaspanga for the year 2025-26,1,3301680,DEEPALI BEHERA,14-Dec-2025 06:57 PM,Rejected-AOC,Rejected,06-May-2026 01:20 PM,Finance,COVER1,Kapileswar Singh,31-Jan-2026 01:14 PM,finance_569442.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3308738,GHANASHYAMPATRA SC,16-Dec-2025 04:40 PM,Rejected-AOC,Rejected,06-May-2026 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3307450,JUGESH KUMAR MAHAKUL,16-Dec-2025 01:43 PM,Rejected-AOC,Rejected,06-May-2026 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3300267,KUNDAN KUMAR SETHY,13-Dec-2025 08:02 PM,Rejected-AOC,Rejected,06-May-2026 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3307766,Manoj Kumar Naik,16-Dec-2025 04:51 PM,Rejected-AOC,Rejected,06-May-2026 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3299230,PRADEEP KUMAR NAIK,15-Dec-2025 02:52 PM,Rejected-AOC,Rejected,06-May-2026 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3307604,PRAKASH GHADEI,16-Dec-2025 02:00 PM,Rejected-AOC,Rejected,06-May-2026 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3286926,PRASANTA KUMAR SAHU,07-Dec-2025 08:27 PM,Rejected-AOC,Rejected,06-May-2026 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3286815,SAGARIKA DAS,07-Dec-2025 07:58 PM,Rejected-AOC,Rejected,06-May-2026 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3305097,SAGARIKA GIRI,15-Dec-2025 07:10 PM,Rejected-AOC,Rejected,06-May-2026 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3305977,SAROJINI JENA,16-Dec-2025 09:41 AM,Rejected-AOC,Rejected,06-May-2026 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3307723,SASMITA DAS,16-Dec-2025 02:18 PM,Rejected-AOC,Rejected,06-May-2026 01:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3294989,SHAIKH JOBER PARWAYS,11-Dec-2025 12:52 PM,Rejected-AOC,Rejected,06-May-2026 01:20 PM,,,,,,,AOC
