S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,EE LI CUTTACK,EE LI CUTTACK AND OTHERS,12-Jan-2026 10:00 AM,28-Jan-2026 10:00 AM,12-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,12-Jan-2026 10:00 AM ,27-Jan-2026 04:00 PM ,12-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,INSTALLATION AND ENERGISATION OF CHANDULI-VIII TW LI PROJECT,INSTALLATION AND ENERGISATION OF CHANDULI-VIII TW LI PROJECT,Please refer Tender documents. ,NA ,"18,77,764",Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,365.0,90.0,CUTTACK SADAR BLOCK,754001.0,NA ,NA ,NA ,EE LI CUTTACK,No ,No,"7,080",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER COST, EMD AND OTHER DOCUMENTS AS PER DTCN","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",Bid Id No. 08/Dt. 07.01.2026,2026_OLIC_124367_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"18,778",Yes,fixed,,Nil,Nil,AOC,1,3367072,AGRAWALLA POWER INFRASTRUCTURE,26-Jan-2026 11:41 PM,Rejected-Technical,OK,13-May-2026 04:58 PM,13-May-2026,"INR 1,877,764",90.0,PRASANTA KUMAR BEHERA,13-May-2026 05:06 PM,pabitrakumarroutpackageno12.pdf (892.00 KB),WORK ORDER ISSUED,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PRASANTA KUMAR BEHERA,13-May-2026 04:58 PM,techsummary_575070.pdf (891.96 KB),"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",2026_OLIC_124367_12,Bid Id No. 08/Dt. 07.01.2026,INSTALLATION AND ENERGISATION OF CHANDULI-VIII TW LI PROJECT,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PRASANTA KUMAR BEHERA,13-May-2026 05:01 PM,finsummary_575070.pdf (891.96 KB),Finance,13 Bidder Participation,SADHANA BEHERA,02-Feb-2026 09:27 AM,,BOQ Comparative Chart,1.0,3366203.0,PABITRA KUMAR ROUT,INR,"1,877,764",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,2,3364846,CHANDAN KUMAR SAHOO,24-Jan-2026 05:10 PM,Rejected-Technical,OK,13-May-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3366976,DIPTIRANJAN BEHERA,26-Jan-2026 10:34 PM,Rejected-Technical,OK,13-May-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3368686,JAYASHREE BEHERA,27-Jan-2026 04:25 PM,Rejected-Technical,OK,13-May-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3366786,JITENDRA SARANGI,27-Jan-2026 02:25 PM,Rejected-Technical,OK,13-May-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3367817,MAA SANTOSHI ELECTRICALS,27-Jan-2026 02:53 PM,Rejected-Technical,OK,13-May-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3366009,MADHUSMITA SAMANTARAY,26-Jan-2026 01:16 PM,Rejected-Technical,OK,13-May-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3365965,NIRUPAMA BEHERA,26-Jan-2026 12:44 PM,Rejected-Technical,OK,13-May-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3366203,PABITRA KUMAR ROUT,26-Jan-2026 02:49 PM,Accepted-AOC,OK,13-May-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3365047,SK SOAEB ALLI,27-Jan-2026 01:16 AM,Rejected-Technical,OK,13-May-2026 04:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
