EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"5,79,881",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"LICENSE, PAN CARD, GSTIN, AFFIDAVITS AND OTHER DOCUMENTS AS PER DTCN",Construction of 200 seated STGH at Sarbati Devi Womens College in Rajgangpur Municipality,Construction of 200 seated STGH at Sarbati Devi Womens College in Rajgangpur Municipality,AS PER DTCN ,NA ,"5,79,88,087",Civil Works - Buildings,NA ,Tender,90.0,330.0,SUNDARGARH,770001.0,NA ,NA ,NA ,ITDA SUNDARGARH,No ,No,"10,000",0.0,Nil,Nil,No,29-Dec-2025 11:00 AM,17-Jan-2026 11:00 AM,29-Dec-2025 11:00 AM,16-Jan-2026 05:00 PM,NA ,NA ,29-Dec-2025 11:00 AM,16-Jan-2026 05:00 PM,11-Mar-2026 11:00 AM,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-06/2025-2026,2025_STSCD_123680_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,PROJECT ADMINISTRATOR,ITDA SUNDARGARH,1.0,ICICI BANK,AOC,1,3353262,ABHISHEK KALIPRASANNA PUHAN,13-Jan-2026 07:37 PM,Rejected-AOC,NOT QUALIFIED,20-May-2026 10:55 AM,27-Apr-2026,"INR 49,295,673",330.0,LAXMAN SAHOO,20-May-2026 10:55 AM,Sarbati.pdf (329.00 KB),AOC,Finance,Tender Status,Sudam Chandra Patel,11-Mar-2026 11:34 AM,finance_572934.pdf,BOQ Comparative Chart,"Collector, Sundargarh",Internal,"PA, ITDA, Sundargarh, AEE, ITDA, Sundargarh and SE, MI Division, Sundargarh",LAXMAN SAHOO,10-Mar-2026 07:42 PM,11-Mar-2026 11:00 AM,techsummary_572934.pdf (479.75 KB),"Collector, Sundargarh",Internal,,LAXMAN SAHOO,13-Apr-2026 12:57 PM,finsummary_572934.pdf (549.49 KB),ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_123680_2,ITDASNG-06/2025-2026,Construction of 200 seated STGH at Sarbati Devi Womens College in Rajgangpur Municipality,Technical,Tender Status,LAXMAN SAHOO,10-Mar-2026 07:25 PM,technical_572934.pdf,1.0,3357349.0,YOGESH SHARMA,INR,"49,295,673",AOC
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3351891,ARIA INFRA PROJECTS PRIVATE LIMITED,12-Jan-2026 03:52 PM,Rejected-AOC,NOT QUALIFIED,20-May-2026 10:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3356040,BIJAY KUMAR AGRAWAL,15-Jan-2026 04:15 PM,Rejected-AOC,NOT QUALIFIED,20-May-2026 10:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3351359,JAY PRAKASH SAHOO,13-Jan-2026 11:04 AM,Rejected-AOC,NOT QUALIFIED,20-May-2026 10:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3353468,PRIYA RANJAN BISWAL,13-Jan-2026 10:43 PM,Rejected-AOC,NOT QUALIFIED,20-May-2026 10:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3349215,SAKET KUMAR AGRAWAL,08-Jan-2026 06:17 PM,Rejected-AOC,NOT QUALIFIED,20-May-2026 10:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3349620,Sarada Prasad Swain,09-Jan-2026 11:56 AM,Rejected-AOC,NOT QUALIFIED,20-May-2026 10:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3354955,SATYA PRAKASH AGRAWAL,16-Jan-2026 11:58 AM,Rejected-AOC,NOT QUALIFIED,20-May-2026 10:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3353954,SRIJAN CONSTRUCTION,14-Jan-2026 05:02 PM,Rejected-AOC,NOT QUALIFIED,20-May-2026 10:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3356704,SUBHADRARANI BISWAL,16-Jan-2026 01:37 PM,Rejected-AOC,NOT QUALIFIED,20-May-2026 10:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
