S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,3419662.0,SAROJINI BEHERA,INR,"234,748",Municipal Bodies||Odagaon NAC,2026_ORULB_126309_1,NAC-ODG-07/2025-26,"Conversion of Garbage point to Beautification point by a beautiful Two student sited on Glove, Odagaon NAC .",Technical,Tender committee opened the tender.,Nihar Ranjan Behera,07-Mar-2026 11:32 AM,,Administrator,Internal,E.O. and Team,Nihar Ranjan Behera,21-May-2026 08:19 AM,finsummary_582000.pdf (3487.67 KB),Administrator,Internal,E.O. and Team,Nihar Ranjan Behera,09-Mar-2026 05:46 PM,10-Mar-2026 11:00 AM,techsummary_582000.pdf (3293.92 KB),Finance,Tender opened by Tender Committee,Nihar Ranjan Behera,10-Mar-2026 02:09 PM,,BOQ Comparative Chart,21-May-2026,"INR 234,748",30.0,Nihar Ranjan Behera,21-May-2026 08:23 AM,1071.pdf (271.00 KB),1,3417482,ANJALI SAHOO,05-Mar-2026 03:31 PM,Rejected-Finance,As per Lottery,21-May-2026 08:19 AM,AOC,EXECUTIVE OFFICER,"NAC Office, Odagaon, Nayagarh, Pin-752081",21-Feb-2026 11:00 AM,06-Mar-2026 11:00 AM,21-Feb-2026 11:00 AM,05-Mar-2026 05:00 PM,21-Feb-2026 11:00 AM ,05-Mar-2026 05:00 PM ,21-Feb-2026 11:00 AM,05-Mar-2026 05:00 PM,10-Mar-2026 11:00 AM,1.0,ICICI BANK,Municipal Bodies||Odagaon NAC,NAC-ODG-07/2025-26,2026_ORULB_126309_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Conversion of Garbage point to Beautification point by a beautiful Two student sited on Glove, Odagaon NAC .","Conversion of Garbage point to Beautification point by a beautiful Two student sited on Glove, Odagaon NAC .",Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,60.0,30.0,NAC ODAGAON,752081.0,NA ,NA ,NA ,NAC ODAGAON,No ,No,1.0,Fee/PreQual/Technical,.pdf,"License, PAN, GST etc","2,400",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3419510,BISHNU PRIYA BEHERA,05-Mar-2026 01:30 PM,Rejected-Finance,As per Lottery,21-May-2026 08:19 AM,AOC,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3419093,PANU SETHI,05-Mar-2026 11:26 AM,Rejected-Finance,As per Lottery,21-May-2026 08:19 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3419662,SAROJINI BEHERA,05-Mar-2026 01:58 PM,Accepted-AOC,As per Lottery,21-May-2026 08:23 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3414513,SISIR KUMAR PRADHAN,02-Mar-2026 10:57 AM,Rejected-Finance,As per Lottery,21-May-2026 08:19 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3420191,TITU NAYAK,05-Mar-2026 04:40 PM,Rejected-AOC,As per Lottery,21-May-2026 08:23 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
