Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Two no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,10-Apr-2026 12:26 PM,,BOQ Comparative Chart,Managing Director,Internal,,JAYALAXMI BISWAL,09-Apr-2026 10:17 AM,10-Apr-2026 11:30 AM,techsummary_578290.pdf (5554.12 KB),07-May-2026,"INR 29,458,579",365.0,JAYALAXMI BISWAL,07-May-2026 02:59 PM,AOC.pdf (1256.00 KB),1.0,3406685.0,ADITYA ENGINEERING SERVICES,21-Feb-2026 03:29 PM,Rejected-AOC,Not a lowest bidder,07-May-2026 02:59 PM,1.0,3406623.0,ANUP KUMAR BEHERA,INR,"29,458,579",Managing Director,Internal,,JAYALAXMI BISWAL,07-May-2026 02:55 PM,finsummary_578290.pdf (572.93 KB),Technical,Two no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,24-Feb-2026 01:41 PM,,WATCO Bhubaneswar,2026_WATCO_125208_1,WATCO (W)-27(05)/2025-26 Dtd.28.01.2026,"Upgradation of old WTP Intake Well with replacement of mechanical arrangement under WATCO Section, Karanjia in Mayurbhanj District",AOC,1.0,ICICI BANK,"Upgradation of old WTP Intake Well with replacement of mechanical arrangement under WATCO Section, Karanjia in Mayurbhanj District","Upgradation of old WTP Intake Well with replacement of mechanical arrangement under WATCO Section, Karanjia in Mayurbhanj District",Please refer Tender documents. ,NA ,"3,40,95,000",Civil Works - Water Works,NA ,Tender,120.0,365.0,Karanjia in Mayurbhanj District,757037.0,NA ,NA ,NA ,Bhubaneswar,No ,No,Managing Director,"The Managing Director, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2571444",1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN","11,800",Nil,Nil,No,"3,41,000",Yes,fixed,,Nil,Nil,WATCO Bhubaneswar,WATCO (W)-27(05)/2025-26 Dtd.28.01.2026,2026_WATCO_125208_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,07-Feb-2026 05:00 PM,24-Feb-2026 12:30 PM,07-Feb-2026 05:00 PM,21-Feb-2026 05:00 PM,07-Feb-2026 05:00 PM ,12-Feb-2026 05:00 PM ,07-Feb-2026 05:00 PM,21-Feb-2026 05:00 PM,10-Apr-2026 11:30 AM,AOC
,,,,,,,,,,,,,,,,,,,2.0,3406623.0,ANUP KUMAR BEHERA,21-Feb-2026 01:18 PM,Accepted-AOC,Lowest bidder,07-May-2026 02:59 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
