Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
19-May-2026,"INR 1,260,314",90.0,Ramesh Chandra Nayak,19-May-2026 07:36 PM,WO22.pdf (266.00 KB),Contact value including GST,Municipal Bodies||Barbil Municipality,2026_ORULB_126907_22,BBLM-7/2025-26,"Construction of Stage at Sadhusingh hutting playground, Ward No.15, Barbil Municipality",1.0,3434757.0,Kalu Dalei,INR,"1,260,314",1,3435435,Ananta Charan Rout,18-Mar-2026 09:56 PM,Rejected-Finance,Second,19-May-2026 07:29 PM,Technical,open,Ramesh Chandra Nayak,20-Mar-2026 07:04 PM,technical_584194.pdf,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,19-May-2026 07:29 PM,finsummary_584194.pdf (361.23 KB),Finance,open,Ramesh Chandra Nayak,10-Apr-2026 06:50 PM,finance_584194.pdf,BOQ Comparative Chart,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,09-Apr-2026 06:23 PM,09-Apr-2026 06:35 PM,techsummary_584194.pdf (511.74 KB),AOC,Municipal Bodies||Barbil Municipality,BBLM-7/2025-26,2026_ORULB_126907_22,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Executive Officer Barbil Municipality,Executive Officer Barbil Municipality,"Construction of Stage at Sadhusingh hutting playground, Ward No.15, Barbil Municipality","Construction of Stage at Sadhusingh hutting playground, Ward No.15, Barbil Municipality",Please refer Tender documents. ,NA ,"12,02,000",Civil Works - Others,NA ,Tender,90.0,90.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality,No ,No,"6,000",0.0,Nil,Nil,No,"12,020",Yes,percentage,1.0%,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Document as per Tender Notice,1,ICICI BANK,09-Mar-2026 10:00 AM,20-Mar-2026 11:00 AM,09-Mar-2026 10:00 AM,19-Mar-2026 05:00 PM,NA ,NA ,09-Mar-2026 10:00 AM,19-Mar-2026 05:00 PM,09-Apr-2026 06:35 PM,AOC
,,,,,,,,,,,,,,,,2,3434757,Kalu Dalei,17-Mar-2026 11:23 PM,Accepted-AOC,lowest,19-May-2026 07:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,AOC
