Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Additional Chief Engineer, PH Division, Balangir","Additional Chief Engineer, PH Division, Balangir",PHEO||PH Circle Bhawanipatna||PH Division Balangir,ACEPHBGR 05/2025-26,2025_PHEO_118775_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Augmentation of water supply system along with ancillary work for Balangir town. External Electrification Reach 1,Augmentation of water supply system along with ancillary work for Balangir town. External Electrification Reach 1,Please refer DTCN ,NA ,"2,05,57,256",Civil Works - Water Works,NA ,Tender,120.0,300.0,Balangir town,767001.0,NA ,NA ,NA ,"Additional Chief Engineer, PH Division, Balangir",No ,No,26-Sep-2025 05:55 PM,16-Oct-2025 11:00 AM,26-Sep-2025 05:55 PM,15-Oct-2025 05:00 PM,26-Sep-2025 05:55 PM ,13-Oct-2025 05:00 PM ,26-Sep-2025 05:55 PM,15-Oct-2025 05:00 PM,03-Dec-2025 11:00 AM,"2,05,573",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, EMD, PAN, GSTIN, Contractor Registration certificate, Experience certificate etc","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,Additional Chief Engineer,Internal,"Additional Chief Engineer, Divisional Accounts Officer, SE Estimator",Indrajit Sahu,12-Dec-2025 03:49 PM,finsummary_554375.pdf (2389.14 KB),02-May-2026,"INR 17,475,723",300.0,Indrajit Sahu,02-May-2026 11:39 AM,wo.pdf (2534.00 KB),L1 bidder has responded,Finance,Financial Bid has opened,Indrajit Sahu,03-Dec-2025 12:28 PM,finance_554375.pdf,BOQ Comparative Chart,Technical,Opening summary,Indrajit Sahu,16-Oct-2025 12:27 PM,technical_554375.pdf,1,3128838,MDSG CONSTRUCTION PRIVATE LIMITED,15-Oct-2025 04:24 PM,Rejected-Finance,Due to transparent Lottery,12-Dec-2025 03:49 PM,1.0,3129573.0,R S Infrastructure,INR,"17,475,723",PHEO||PH Circle Bhawanipatna||PH Division Balangir,2025_PHEO_118775_4,ACEPHBGR 05/2025-26,Augmentation of water supply system along with ancillary work for Balangir town. External Electrification Reach 1,Additional Chief Engineer,Internal,"Additional Chief Engineer, Divisional Accounts Officer, SE Estimator",Indrajit Sahu,02-Dec-2025 06:18 PM,03-Dec-2025 11:00 AM,techsummary_554375.pdf (816.25 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3127243,M/S D.S. ASSOCIATES,14-Oct-2025 01:03 PM,Rejected-Finance,Due to transparent Lottery,12-Dec-2025 03:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3129573,R S Infrastructure,15-Oct-2025 04:15 PM,Accepted-AOC,Awarded as per OPWD code,02-May-2026 11:40 AM,,,,,,,,,,,,,,,,,AOC
