S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1.0,3414574.0,MAHENDRA KHUKHARI,INR,"312,594.41",Finance,Opened,SUSHANTA PATEL,19-Mar-2026 10:47 AM,finance_580533.pdf,BOQ Comparative Chart,Administrator,Internal,,SUSHANTA PATEL,21-May-2026 10:27 AM,finsummary_580533.pdf (962.78 KB),Municipal Bodies||Sundargarh Municipality,2026_ORULB_125794_2,EO/SNGM/08/2025-26,Construction of paver road from Deepak Naik house to Santilata House in Ward. No-01,Administrator,Internal,,SUSHANTA PATEL,21-May-2026 10:21 AM,techsummary_580533.pdf (962.78 KB),1,3415625,GATI KRUSHNA MOHANTY,02-Mar-2026 08:29 AM,Rejected-Finance,As per Lottery,21-May-2026 10:27 AM,21-May-2026,"INR 312,594.41",60.0,Vikas Mundari,21-May-2026 11:25 AM,2604.pdf (567.00 KB),Aoc,AOC,Municipal Bodies||Sundargarh Municipality,EO/SNGM/08/2025-26,2026_ORULB_125794_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Document As Per DTCN,"3,129",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"Executive Officer, Sundargarh Municipality","Executive Officer, Sundargarh Municipality",Construction of paver road from Deepak Naik house to Santilata House in Ward. No-01,Construction of paver road from Deepak Naik house to Santilata House in Ward. No-01,Please refer Tender documents. ,NA ,"3,12,907",Civil Works - Others,NA ,Rate Contract,120.0,NA ,Sundargarh Municipality,770001.0,NA ,NA ,NA ,"Executive Officer, Sundargarh Municipality",No ,No,12-Feb-2026 11:00 AM,05-Mar-2026 11:00 AM,12-Feb-2026 11:00 AM,02-Mar-2026 05:00 PM,NA ,NA ,12-Feb-2026 11:00 AM,02-Mar-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3414574,MAHENDRA KHUKHARI,27-Feb-2026 10:33 PM,Accepted-AOC,Accepted,21-May-2026 11:25 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3415441,VYASDEV GARDIA,01-Mar-2026 07:48 PM,Rejected-AOC,Not Accepted,21-May-2026 11:25 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
