S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3215676.0,PUNEET KUMAR SAHOO,INR,"5,848,770",Technical,.,Dibyamayee Behera,26-Nov-2025 04:39 PM,technical_558861.pdf,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_120166_9,06(Online)/RWD/BPD/2025-26,Construction of 2 nos D type Qtr at DANTIAMUHAN PHC Building under MORADA Block in the Mayurbhanj District for the year 2023-24,R.Pradhan,Internal,,Rajesh Pradhan,12-Dec-2025 05:31 PM,finsummary_558861.pdf (196.67 KB),R.Pradhan,Internal,,Dibyamayee Behera,26-Nov-2025 04:43 PM,26-Nov-2025 05:00 PM,techsummary_558861.pdf (176.24 KB),Finance,.,Rajesh Pradhan,11-Dec-2025 07:32 PM,finance_558861.pdf,BOQ Comparative Chart,12-Dec-2025,"INR 5,848,770",180.0,Rajesh Pradhan,26-May-2026 06:58 PM,6_9.pdf (368.00 KB),1,3218142,BISHWARANJAN SALANGI,12-Nov-2025 04:53 PM,Rejected-AOC,unsuccessful bidder,26-May-2026 06:59 PM,AOC,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",04-Nov-2025 11:00 AM,12-Nov-2025 05:30 PM,04-Nov-2025 11:00 AM,12-Nov-2025 05:00 PM,04-Nov-2025 11:00 AM ,12-Nov-2025 03:00 PM ,04-Nov-2025 11:00 AM,12-Nov-2025 05:00 PM,26-Nov-2025 05:00 PM,Construction of 2 nos D type Qtr at DANTIAMUHAN PHC Building under MORADA Block in the Mayurbhanj District for the year 2023-24,Construction of 2 nos D type Qtr at DANTIAMUHAN PHC Building under MORADA Block in the Mayurbhanj District for the year 2023-24,Please refer Tender documents. ,NA ,"69,07,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"R.W.Division, Baripada",No ,No,1.0,Fee/PreQual/Technical,.pdf,"RC PAN GSTIN Notarised Agt.copy of Electrical Contractor, Affidavit and other documents as per DTCN","69,070",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,06(Online)/RWD/BPD/2025-26,2025_CERWI_120166_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3216121,MANOJ KUMAR MANDAL,12-Nov-2025 10:19 AM,Rejected-AOC,unsuccessful bidder,26-May-2026 06:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3192026,PRIYA RANJAN SAHA,11-Nov-2025 04:02 PM,Rejected-AOC,unsuccessful bidder,26-May-2026 06:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3215676,PUNEET KUMAR SAHOO,12-Nov-2025 01:10 AM,Accepted-AOC,successful bidder,26-May-2026 06:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3214752,SUCHARITA SETHI,12-Nov-2025 02:52 PM,Rejected-AOC,unsuccessful bidder,26-May-2026 06:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
