S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"12,319",Yes,percentage,1.0%,Nil,Nil,- Repair and Covering of Drain from Bhakta Singh Babu house to Sarswati Shishu Vidya Mandir at Gadvitar in ward No.01 under N.A.C. Patnagarh,- Repair and Covering of Drain from Bhakta Singh Babu house to Sarswati Shishu Vidya Mandir at Gadvitar in ward No.01 under N.A.C. Patnagarh,Please refer Tender documents. ,NA ,"12,31,890",Civil Works - Others,Drain ,Tender,180.0,90.0,"Patnagarh,NAC",767025.0,NA ,NA ,NA ,"O/O - Executive Officer, Patnagarh NAC",No ,No,"Executive Officer, Patnagarh NAC","Patnagarh NAC, Balangir , Odisha . 767025",05-Mar-2026 05:00 PM,17-Mar-2026 11:00 AM,05-Mar-2026 05:00 PM,16-Mar-2026 05:00 PM,NA ,NA ,05-Mar-2026 05:00 PM,16-Mar-2026 05:00 PM,Municipal Bodies||Patnagarh NAC,NACPTG/03(01-10)/2025-26,2026_ORULB_126867_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents as per DTCN,AOC,1,3431777,ASHISH KUMAR PATRA,15-Mar-2026 07:14 PM,Rejected-AOC,Sri. BISWAJIT HOTA selected in Lottery Process to execute the above work,20-May-2026 05:06 PM,20-May-2026,"INR 1,230,658",90.0,Narayan Dandsena,20-May-2026 05:05 PM,wo5.pdf (864.00 KB),Repair and Covering of Drain from Bhakta Singh Babu house to Sarswati Shishu Vidya Mandir at Gadvitar in ward No.01 under N.A.C. Patnagarh,"Narayan Dandasena, Executive Officer",Internal,"Executive Officer, Municipal Engineer, Junior Engineer",Narayan Dandsena,20-May-2026 04:49 PM,techsummary_583899.pdf (1003.33 KB),"Narayan Dandasena, Executive Officer",Internal,"Executive Officer, Municipal Engineer, Junior Engineer",Narayan Dandsena,20-May-2026 04:58 PM,finsummary_583899.pdf (1003.33 KB),Municipal Bodies||Patnagarh NAC,2026_ORULB_126867_5,NACPTG/03(01-10)/2025-26,- Repair and Covering of Drain from Bhakta Singh Babu house to Sarswati Shishu Vidya Mandir at Gadvitar in ward No.01 under N.A.C. Patnagarh,1.0,3433373.0,BISWAJIT HOTA,INR,"1,230,658",Finance,BID Open in presence of Committee Member,Narayan Dandsena,20-May-2026 04:44 PM,finance_583899.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BID BOQ,AOC,2,3433373,BISWAJIT HOTA,16-Mar-2026 03:56 PM,Accepted-AOC,Sri. BISWAJIT HOTA selected in Lottery Process to execute the above work,20-May-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3431525,DHIRENDRA KUMAR SETH,15-Mar-2026 03:08 PM,Rejected-AOC,Sri. BISWAJIT HOTA selected in Lottery Process to execute the above work,20-May-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3431218,DOSALIN MISHRA,14-Mar-2026 09:30 PM,Rejected-AOC,Sri. BISWAJIT HOTA selected in Lottery Process to execute the above work,20-May-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3433504,JAGAMOHAN MEHER,16-Mar-2026 04:38 PM,Rejected-AOC,Sri. BISWAJIT HOTA selected in Lottery Process to execute the above work,20-May-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3432661,NANDAN KUMAR THAKUR,16-Mar-2026 02:05 PM,Rejected-AOC,Sri. BISWAJIT HOTA selected in Lottery Process to execute the above work,20-May-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3431353,PRAMOD MEHER,16-Mar-2026 03:32 PM,Rejected-AOC,Sri. BISWAJIT HOTA selected in Lottery Process to execute the above work,20-May-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3433021,RAJESH RANJAN PATRA,16-Mar-2026 02:17 PM,Rejected-AOC,Sri. BISWAJIT HOTA selected in Lottery Process to execute the above work,20-May-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3431030,RAJ KUMAR KUDEI,14-Mar-2026 06:17 PM,Rejected-AOC,Sri. BISWAJIT HOTA selected in Lottery Process to execute the above work,20-May-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3431398,sanjeet kumar samal,16-Mar-2026 03:21 PM,Rejected-AOC,Sri. BISWAJIT HOTA selected in Lottery Process to execute the above work,20-May-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
