Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",Periodical Maintenance of T4- (Badadiha) to Raiberuan Road for the year 2025-26,Road Work,Please refer Tender documents. ,NA ,"18,61,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Nimapara,752106.0,NA ,NA ,NA ,"O/O THE SUPERINTENDING ENGINEER, R.W.D, NIMAPARA",No ,No,"18,610",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,"SUPERINTENDING ENGINEER, R.W DIVISION, NIMAPARA","O/O THE SUPERINTENDING ENGINEER, R.W.D, NIMAPARA",1.0,ICICI BANK,19-Jan-2026 09:00 AM,24-Jan-2026 05:00 PM,19-Jan-2026 09:00 AM,24-Jan-2026 03:00 PM,19-Jan-2026 09:00 AM ,24-Jan-2026 01:00 PM ,19-Jan-2026 09:00 AM,24-Jan-2026 03:00 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,Tender Online Divn.NPR-12/2025-26,2026_CERWI_124748_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,2026_CERWI_124748_2,Tender Online Divn.NPR-12/2025-26,Periodical Maintenance of T4- (Badadiha) to Raiberuan Road for the year 2025-26,"S.E RW Division, Nimapara",Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Rasmita Sahoo,02-Apr-2026 05:51 PM,finsummary_576401.pdf (748.28 KB),Finance,Opened,Rasmita Sahoo,30-Jan-2026 09:59 AM,,BOQ Comparative Chart,1.0,3364295.0,BANSHI DHAR LENKA,INR,"1,860,925.18",02-Apr-2026,"INR 1,860,925.18",90.0,Mausumi Mishra,05-May-2026 07:07 PM,T4.pdf (766.00 KB),1,3364295,BANSHI DHAR LENKA,23-Jan-2026 06:27 PM,Accepted-AOC,Work has been awarded to in lottery system,05-May-2026 07:07 PM,"S.E RW Division, Nimapara",Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Rasmita Sahoo,03-Mar-2026 12:39 PM,techsummary_576401.pdf (748.28 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3364230,BIJAY KUMAR KHATOI,24-Jan-2026 02:28 PM,Rejected-Finance,Not Selected in lottery system,02-Apr-2026 05:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3364672,JAGANNATH INFRATECH,24-Jan-2026 01:56 PM,Rejected-Finance,Not Selected in lottery system,02-Apr-2026 05:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3364415,PRATIMA JENA,23-Jan-2026 08:34 PM,Rejected-Finance,Not Selected in lottery system,02-Apr-2026 05:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3364327,SUSHANT NAYAK,23-Jan-2026 06:48 PM,Rejected-Finance,Not Selected in lottery system,02-Apr-2026 05:51 PM,,,,,,,AOC
