Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-JHARSUGUDA,Bid Identification No-SE-RandB-JSG-03- OF 2025-26,2025_EICCL_115721_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"29,862",Yes,percentage,1.0%,Nil,Nil,Superintending Engineer,Office of the Superintending Engineer,S/R to Boxi chowk to Lahandabud road such as construction of Brick drain RHS Ch. 0/476 km to ch. 1/002 km in the district of Jharsuguda for the year 2025-26,S/R to Boxi chowk to Lahandabud road such as construction of Brick drain RHS Ch. 0/476 km to ch. 1/002 km in the district of Jharsuguda for the year 2025-26,Please refer Tender documents. ,NA ,"29,86,162",Civil Works - Others,Drain ,Tender,90.0,90.0,Jharsuguda,768201.0,NA ,NA ,NA ,Office of the Superintending Engineer,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC BOOK, TENDER COST, AFFIDAVIT, EMD, PAN CARD, GSTN, LEASE AGREEMENT, MOU OF ELECTRICAL CONTRACTOR",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,18-Jul-2025 05:00 PM,29-Jul-2025 11:00 AM,18-Jul-2025 05:00 PM,28-Jul-2025 05:00 PM,18-Jul-2025 05:00 PM ,28-Jul-2025 05:00 PM ,18-Jul-2025 05:00 PM,28-Jul-2025 05:00 PM,AOC,1,3015139,AMIT CONSTRUCTION,28-Jul-2025 02:56 PM,Rejected-AOC,Lottery not in favour,12-May-2026 05:59 PM,12-May-2026,"INR 2,538,536",90.0,Satyaban Patel,12-May-2026 05:59 PM,Baxichowk.pdf (748.00 KB),AOC,Superintending Engineer,Internal,AEE SR DAO,Satyaban Patel,12-May-2026 05:51 PM,techsummary_546434.pdf (747.62 KB),Superintending Engineer,Internal,AEE SR DAO,Satyaban Patel,12-May-2026 05:56 PM,finsummary_546434.pdf (747.62 KB),EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-JHARSUGUDA,2025_EICCL_115721_1,Bid Identification No-SE-RandB-JSG-03- OF 2025-26,S/R to Boxi chowk to Lahandabud road such as construction of Brick drain RHS Ch. 0/476 km to ch. 1/002 km in the district of Jharsuguda for the year 2025-26,1.0,3013801.0,M/S KUMUDINI SAIDEO,INR,"2,538,536",Finance,CS,Satyaban Patel,23-Oct-2025 12:48 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,AOC,2,3015273,ANSHU CONSTRUCTION,28-Jul-2025 04:12 PM,Rejected-AOC,Lottery not in favour,12-May-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3014975,Dilip Kumar Rathore,28-Jul-2025 02:52 PM,Rejected-AOC,Lottery not in favour,12-May-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3015007,DIPTIMAYEE PADHI,28-Jul-2025 02:21 PM,Rejected-AOC,Lottery not in favour,12-May-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3013981,GEETANJALI SETHI,27-Jul-2025 09:21 PM,Rejected-AOC,Lottery not in favour,12-May-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3013739,KALPIT KUMAR RAWAL,27-Jul-2025 05:48 PM,Rejected-AOC,Lottery not in favour,12-May-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3006219,LOKESWAR PATEL,22-Jul-2025 01:01 PM,Rejected-AOC,Lottery not in favour,12-May-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3013801,M/S KUMUDINI SAIDEO,28-Jul-2025 03:15 PM,Accepted-AOC,Lottery in favour,12-May-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3011842,RAJAT KUMAR SINGH,25-Jul-2025 02:20 PM,Rejected-AOC,Lottery not in favour,12-May-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3015486,RAJESH PRASAD SHAH,28-Jul-2025 04:59 PM,Rejected-AOC,Lottery not in favour,12-May-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3013712,ROCKY NAYAK,27-Jul-2025 05:24 PM,Rejected-AOC,Lottery not in favour,12-May-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3015359,ROHAN KUMAR PANDEY,28-Jul-2025 04:15 PM,Rejected-AOC,Lottery not in favour,12-May-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3015048,SEULI DAS,28-Jul-2025 04:30 PM,Rejected-AOC,Lottery not in favour,12-May-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3014563,SUMAN KUMAR PATEL,28-Jul-2025 12:12 PM,Rejected-AOC,Lottery not in favour,12-May-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
