Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Superintending Engineer,"RURAL WORKS DIVISION, KESINGA",600.0,0.0,Nil,Nil,No,Repair and Renovation of Residential quarters of sub jail at M.Rampur for the year 25-26,Repair and Renovation of Residential quarters of sub jail at M.Rampur for the year 25-26,Please refer Tender documents. ,NA ,"1,45,762",Civil Works - Buildings,NA ,Tender,90.0,30.0,KESINGA,766012.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KESINGA",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC, EMD, GSTIN, PAN Card, RC, Affidavits NRC, and required documents as DTCN",CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,RWKSNG-online-08/25-26,2026_CERWI_124530_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"1,500",Yes,fixed,,Nil,Nil,13-Jan-2026 05:00 PM,22-Jan-2026 11:00 AM,13-Jan-2026 05:00 PM,21-Jan-2026 05:00 PM,13-Jan-2026 05:00 PM ,19-Jan-2026 11:00 AM ,13-Jan-2026 05:00 PM,21-Jan-2026 05:00 PM,AOC,Kanan Pradhan,Internal,,Kanan Pradhan,28-Feb-2026 07:23 PM,techsummary_575650.pdf (330.56 KB),Kanan Pradhan,Internal,,Kanan Pradhan,28-Feb-2026 07:27 PM,finsummary_575650.pdf (330.56 KB),Finance,13 nos bidder participated and admitted,Tapan Kumar Badnayak,25-Jan-2026 07:33 PM,,BOQ Comparative Chart,02-Mar-2026,"INR 123,912",30.0,Kanan Pradhan,25-May-2026 06:50 PM,600.pdf (365.00 KB),1.0,3360148.0,SHASHI BHUSAN PRAHARAJ,INR,"123,912",CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,2026_CERWI_124530_15,RWKSNG-online-08/25-26,Repair and Renovation of Residential quarters of sub jail at M.Rampur for the year 25-26,1,3362593,ADITYA PRASAD SAHU,21-Jan-2026 04:06 PM,Rejected-Finance,As per transparent lottery system,28-Feb-2026 07:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3361059,BIRANCHI RANA,20-Jan-2026 07:57 PM,Rejected-Finance,As per transparent lottery system,28-Feb-2026 07:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3361554,BIRANCHI SAHU,20-Jan-2026 08:03 PM,Rejected-Finance,As per transparent lottery system,28-Feb-2026 07:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3358960,CHANDRADHWAJ SAHOO,18-Jan-2026 09:34 PM,Rejected-Finance,As per transparent lottery system,28-Feb-2026 07:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3358719,DILIP CHANDRA SAHU,18-Jan-2026 04:09 PM,Rejected-Finance,As per transparent lottery system,28-Feb-2026 07:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3360224,Jagnyasen Panda,19-Jan-2026 08:52 PM,Rejected-Finance,As per transparent lottery system,28-Feb-2026 07:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3362344,MOHAMMAD SARIF,21-Jan-2026 12:29 PM,Rejected-Finance,As per transparent lottery system,28-Feb-2026 07:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3360285,SANTANU SWAIN,20-Jan-2026 02:03 PM,Rejected-Finance,As per transparent lottery system,28-Feb-2026 07:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3358128,SEHAJADI BANO,18-Jan-2026 08:57 AM,Rejected-Finance,As per transparent lottery system,28-Feb-2026 07:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3360148,SHASHI BHUSAN PRAHARAJ,20-Jan-2026 12:17 PM,Accepted-AOC,As per transparent lottery system,25-May-2026 06:50 PM,AOC
