S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"8,238",Yes,fixed,,Nil,Nil,16-Dec-2025 03:00 PM,30-Dec-2025 11:00 AM,16-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,NA ,NA ,16-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE, GST, PAN, EPF OR UNDERTAKING FOR EPF AND AFFIDAVIT and Others AS PER DTCN",Municipal Bodies||Puri Municipality,P.M. 05/2025-26,2025_ORULB_122921_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of CC Road from Jaigada Jaga to Nabakalebara Road upto Toilet via Kumbharpada in ward No-22,CIVIL,Please refer Tender documents. ,NA ,"8,23,727",Civil Works - Others,NA ,Tender,120.0,45.0,PURI MUNICIPALITY,752001.0,NA ,NA ,NA ,OFFICE CHAMBER OF THE EXECUTIVE OFFICER,No ,No,"EXECUTIVE OFFICER, PURI MUNICIPALITY",VIP ROAD,AOC,ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,06-May-2026 05:13 PM,finsummary_571133.pdf (9079.00 KB),ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,04-May-2026 06:14 PM,techsummary_571133.pdf (9079.00 KB),06-May-2026,"INR 700,250.47",45.0,Jayanta Kumar Maitra,06-May-2026 05:22 PM,ProceedingPMNo05Year25And26.pdf (9079.00 KB),1,3334842,ASWINI KUMAR PRADHAN,28-Dec-2025 09:05 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,06-May-2026 05:13 PM,1.0,3337250.0,PRASANTA KUMAR MOHANTY,INR,"700,250.47",Municipal Bodies||Puri Municipality,2025_ORULB_122921_19,P.M. 05/2025-26,Construction of CC Road from Jaigada Jaga to Nabakalebara Road upto Toilet via Kumbharpada in ward No-22,Finance,"10 nos of Bidders participated for the project and submitted Documents, Hence accepted for evaluation.",Jayanta Kumar Maitra,02-Jan-2026 03:59 PM,finance_571133.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3333363,BUDHANATH BEJA,28-Dec-2025 12:26 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,06-May-2026 05:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3336179,DURGA PRASAD PATRA,29-Dec-2025 12:37 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,06-May-2026 05:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3329090,GOPAL KRUSHNA PRADHAN,28-Dec-2025 06:09 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,06-May-2026 05:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3335366,NIRANJAN DASH,29-Dec-2025 09:13 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,06-May-2026 05:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3337608,OM SATYASWAROOP NANDA,29-Dec-2025 04:05 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,06-May-2026 05:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3333483,PRAMOD SAHOO,28-Dec-2025 05:57 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,06-May-2026 05:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3337250,PRASANTA KUMAR MOHANTY,29-Dec-2025 03:25 PM,Accepted-AOC,WON BY LOTTERY PROCESS,06-May-2026 05:22 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3333016,SOUMYA RANJAN DAS,28-Dec-2025 10:02 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,06-May-2026 05:13 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3329868,TAPAN KUMAR SETHI,26-Dec-2025 02:19 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,06-May-2026 05:13 PM,,,,,,,,,,,,,,,,AOC
