Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Stage
Executive Engineer,Internal,"Executive Engineer, D.A.O, Estimator",Manik Kumbhar,20-Nov-2025 07:37 PM,21-Nov-2025 11:00 AM,techsummary_558998.pdf (2483.88 KB),Finance,11 Nos bid opened,Bebisuta Sahu,30-Mar-2026 06:12 PM,finance_558998.pdf,BOQ Comparative Chart,30-Mar-2026,"INR 4,272,003",180.0,Manik Kumbhar,25-May-2026 10:54 AM,541.pdf (792.00 KB),1,3181765,ANVI CONSTRUCTION,04-Nov-2025 10:59 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,30-Mar-2026 06:39 PM,1.0,3186250.0,GANGA SHARMA,INR,"4,272,003",Technical,11 Nos bid opened,Manik Kumbhar,20-Nov-2025 07:09 PM,technical_558998.pdf,CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,2025_CERWI_120183_2,EEPTNG-online-06/2025-26,Construction of New Sub-Centre Building at Kandhkelgaon under Saintala Block for the year 2025-26 State Plan under MMSSM,Executive Engineer,Internal,"Executive Engineer, D.A.O, Estimator",Bebisuta Sahu,30-Mar-2026 06:39 PM,finsummary_558998.pdf (3046.21 KB),AOC,Construction of New Sub-Centre Building at Kandhkelgaon under Saintala Block for the year 2025-26 State Plan under MMSSM,Construction of New Sub-Centre Building at Kandhkelgaon under Saintala Block for the year 2025-26 State Plan under MMSSM,Please refer Tender documents. ,NA ,"50,25,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o the Superintending Engineer, R.W.D, Patnagarh",No ,No,CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,EEPTNG-online-06/2025-26,2025_CERWI_120183_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"Executive Engineer, R.W.Division,Patnagarh","O/o the Superintending Engineer, R.W.D, Patnagarh",1.0,Change name of the work,Other,,1.0,Fee/PreQual/Technical,.pdf,"DD, EMD, R.C, PAN, GSTIN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",28-Oct-2025 11:00 AM,11-Nov-2025 11:00 AM,28-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,28-Oct-2025 11:00 AM ,07-Nov-2025 05:00 PM ,28-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,21-Nov-2025 11:00 AM,"50,250",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,2,3186558,ASHISH KUMAR AGRAWAL,10-Nov-2025 03:15 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,30-Mar-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,3,3184958,BINOD AGRAWAL,05-Nov-2025 04:42 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,30-Mar-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3186250,GANGA SHARMA,10-Nov-2025 03:54 PM,Accepted-AOC,Successful bidder,25-May-2026 10:54 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3208533,HITESH KUMAR SHARMA,10-Nov-2025 04:32 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,30-Mar-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3208081,MOHAMMAD SIMEB WAKASH,10-Nov-2025 03:28 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,30-Mar-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3182956,NAIMISH KUMAR PANIGRAHI,05-Nov-2025 08:55 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,30-Mar-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3208506,NIHAR RANJAN PANDA,10-Nov-2025 04:25 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,30-Mar-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3186145,POOJA SHARMA,09-Nov-2025 09:53 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,30-Mar-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3200977,SHASHI BHUSAN BHOI,09-Nov-2025 01:23 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,30-Mar-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
