Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"PA, ITDA",Internal,Uploaded,Pradyumna Dash,26-Feb-2026 04:26 PM,26-Feb-2026 06:00 PM,techsummary_577983.pdf (2915.57 KB),Finance,Proceeding,Pradyumna Dash,14-May-2026 08:48 AM,finance_577983.pdf,BOQ Comparative Chart,1,3390671,ASHUTOSH MEHER,10-Feb-2026 03:44 PM,Rejected-Finance,Rejected by the Tender Committee,14-May-2026 08:53 AM,14-May-2026,"INR 2,265,516.39",180.0,Pradyumna Dash,14-May-2026 08:56 AM,1109DillipkumarSahu.pdf (424.00 KB),1.0,3385738.0,DILLIP KUMAR SAHU,INR,"2,265,516.39",ST and SC Development Deptt||ITDA Th. Rampur,2026_STSCD_125094_7,ITDATHR-04/2025-26,Construction of Additional Class Room at Gopalpur SSD High School,Technical,Technical Evaluation,Pradyumna Dash,26-Feb-2026 11:48 AM,technical_577983.pdf,"Collector, Kalahandi",Internal,Proceeding,Pradyumna Dash,14-May-2026 08:53 AM,finsummary_577983.pdf (3176.13 KB),AOC,29-Jan-2026 11:00 AM,12-Feb-2026 11:00 AM,29-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,NA ,NA ,29-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,26-Feb-2026 06:00 PM,1.0,ICICI BANK,ST and SC Development Deptt||ITDA Th. Rampur,ITDATHR-04/2025-26,2026_STSCD_125094_7,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Additional Class Room at Gopalpur SSD High School,Construction of Additional Class Room at Gopalpur SSD High School,C and B ,NA ,"22,67,784",Civil Works - Buildings,NA ,Tender,120.0,180.0,KALAHANDI/BHAWANIPATNA,766001.0,NA ,NA ,NA ,"ITDA, TH.RAMPUR AT BHAWANIPATNA",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD, License, PAN, GST, Affidavits, undertaking and any other documents as per DTCN","PA, ITDA, TH.RAMPUR AT BHAWANIPATNA","ITDA, Th.Rampur at Bhawanipatna, Kalahandi, Odisha","22,700",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3389067,BIKRAM NAIK,10-Feb-2026 01:20 AM,Rejected-Finance,Rejected by the Tender Committee,14-May-2026 08:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3390129,CHAITANYA MAJHI,10-Feb-2026 01:14 PM,Rejected-Finance,Rejected by the Tender Committee,14-May-2026 08:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3385756,Debasish Kumar Sahu,08-Feb-2026 05:13 PM,Rejected-Finance,Rejected by the Tender Committee,14-May-2026 08:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3385738,DILLIP KUMAR SAHU,08-Feb-2026 06:09 PM,Accepted-AOC,Awarded,14-May-2026 08:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3385811,JYOTIRMAYEE TANKAR,08-Feb-2026 07:28 PM,Rejected-Finance,Rejected by the Tender Committee,14-May-2026 08:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3386112,Lalita Naik,10-Feb-2026 01:31 AM,Rejected-Finance,Rejected by the Tender Committee,14-May-2026 08:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3386040,PARESWAR PRADHANI,09-Feb-2026 09:03 PM,Rejected-Finance,Rejected by the Tender Committee,14-May-2026 08:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3381935,Prakash Chandra Naik,10-Feb-2026 08:28 AM,Rejected-Finance,Rejected by the Tender Committee,14-May-2026 08:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3388373,PRATAP KISHOR NAIK,09-Feb-2026 11:07 PM,Rejected-Finance,Rejected by the Tender Committee,14-May-2026 08:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
