S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3295302.0,DIBYA SUPPLIERS,INR,"508,453.03",Finance,6nosbidderarequalified,Sushant Muna,10-Feb-2026 02:03 PM,finance_568953.pdf,BOQ Comparative Chart,SEMIDKHORDHA,Internal,sedaoaee,Sushant Muna,10-Feb-2026 02:09 PM,finsummary_568953.pdf (218.36 KB),"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||KHURDA",2025_CEMIB_122471_7,TCN-15/25-26SEMIDKHD,Improvement to Chaudamana CD in Begunia Block of Khordha District under Impt. to CD scheme for the year 2025-26,SEMIDKHORDHA,Internal,sedaoaee,Sushant Muna,10-Feb-2026 02:05 PM,techsummary_568953.pdf (173.36 KB),14-May-2026,"INR 508,453.03",60.0,Sushant Muna,14-May-2026 11:54 AM,chaudamanawo.pdf (1024.00 KB),winneroflottery,1,3293234,BHAGABAN GOCHHI,11-Dec-2025 04:22 PM,Rejected-Finance,Rejected,10-Feb-2026 02:09 PM,AOC,"4,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||KHURDA",TCN-15/25-26SEMIDKHD,2025_CEMIB_122471_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,03-Dec-2025 10:30 AM,12-Dec-2025 11:30 AM,03-Dec-2025 10:30 AM,11-Dec-2025 05:30 PM,NA ,NA ,03-Dec-2025 10:30 AM,11-Dec-2025 05:30 PM,1.0,ICICI BANK,"5,100",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate,GSTIN,PAN,No Relation Certificate,affidavit as per DTCN",SE MID KHORDHA,O/O SE MID KHORDHA,Improvement to Chaudamana CD in Begunia Block of Khordha District under Impt. to CD scheme for the year 2025-26,Improvement to Chaudamana CD in Begunia Block of Khordha District under Impt. to CD scheme for the year 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,60.0,SE MID KHORDHA,752055.0,NA ,NA ,NA ,SE MID KHORDHA,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3295231,DIBAKAR PANDA,11-Dec-2025 01:44 PM,Rejected-Finance,Rejected,10-Feb-2026 02:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3295302,DIBYA SUPPLIERS,11-Dec-2025 02:16 PM,Accepted-AOC,winner of lottery,14-May-2026 11:54 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3293868,PARIKHITA BARAD,10-Dec-2025 06:37 PM,Rejected-Finance,Rejected,10-Feb-2026 02:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3295741,RAMESH KUMAR SAHOO,11-Dec-2025 03:53 PM,Rejected-Finance,Rejected,10-Feb-2026 02:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3293039,SK IFTEKHAR ALLI,10-Dec-2025 01:25 PM,Rejected-Finance,Rejected,10-Feb-2026 02:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
