Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
06-Nov-2025 02:00 PM,20-Nov-2025 11:30 AM,06-Nov-2025 02:00 PM,19-Nov-2025 05:00 PM,06-Nov-2025 02:00 PM ,19-Nov-2025 02:00 PM ,06-Nov-2025 02:00 PM,19-Nov-2025 05:00 PM,26-Dec-2025 12:15 PM,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, RC, PAN, Registration Certificate, Labor License, No Relationship",CE RW I||RWCIRCLE-CUTTACK,Tender Online RWC-24-25,2025_CERWI_120880_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,C.C.E.R.W. Circle Cuttack,C.C.E.R.W. Circle Cuttack,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Improvement to R.D road Banki Kalapathara Goudachheli via Nateri road in the district of Cuttack under MMSY-Improvement Existing RD road for the year 2025-26,Improvement to R.D road Banki Kalapathara Goudachheli via Nateri road in the district of Cuttack under MMSY-Improvement Existing RD road for the year 2025-26,Please refer Tender documents. ,NA ,"5,35,80,589",Civil Works - Roads,NA ,Tender,90.0,270.0,Cuttack,753004.0,NA ,NA ,NA ,C.C.E.R.W. Circle Cuttack,No ,No,"5,35,806",Yes,percentage,1.0%,Nil,Nil,AOC,26-May-2026,"INR 55,557,713",270.0,Ajay Kumar Behera,26-May-2026 01:26 PM,agmt.pdf (1062.00 KB),Agmt drawn,1,3237808,AUROBINDO MOHANTY,19-Nov-2025 01:23 PM,Rejected-Technical,Disqualified as per DTCN clause no. 21 (1),26-Dec-2025 12:12 PM,C.C.E.R.W.Circle Cuttack,Internal,SE RW Division Cuttack DAO RW Division-II Cuttack PA to CCE,Usharani Behera,26-Dec-2025 12:12 PM,26-Dec-2025 12:15 PM,techsummary_562257.pdf (554.14 KB),1.0,Revocation of Tender,Revocation of Tender,24-Dec-2025 06:57 PM,4888.pdf ,537.83,Technical Opening,Finance,Total 2 nos document downloaded,Usharani Behera,26-Dec-2025 02:55 PM,,BOQ Comparative Chart,CE RW I||RWCIRCLE-CUTTACK,2025_CERWI_120880_1,Tender Online RWC-24-25,Improvement to R.D road Banki Kalapathara Goudachheli via Nateri road in the district of Cuttack under MMSY-Improvement Existing RD road for the year 2025-26,Technical,Total 5 nos document downloaded,Usharani Behera,26-Dec-2025 12:07 PM,,C.C.E.R.W.Circle Cuttack,Internal,SE RW Division Cuttack DAO RW Division Cuttack PA to CCE,Ajay Kumar Behera,26-May-2026 01:24 PM,finsummary_562257.pdf (390.83 KB),1.0,3233132.0,SRI BANSHIDHAR PANDA,INR,"55,557,713",AOC
,,,,,,,,,,,.pdf,"Affidavit of Correctness Certificate undertaking duly filled, all affidavits",,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3238217,PANKAJ KUMAR NAYAK,19-Nov-2025 02:24 PM,Rejected-Technical,Disqualified as per DTCN clause no. 21 (1),26-Dec-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"A.T.O from CA, Similar Nature of Work Experience Certificate, Work in Hand checklist machineries as",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3237757,PRAKASH CHANDRA SRICHANDAN,19-Nov-2025 12:54 PM,Rejected-Finance,Unsucessful bidder,26-May-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3238362,SIBU KANUNGO,19-Nov-2025 03:23 PM,Rejected-Technical,Disqualified as per DTCN clause no. 21 (1),26-Dec-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3233132,SRI BANSHIDHAR PANDA,18-Nov-2025 09:40 PM,Accepted-AOC,Agmt drawn,26-May-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
