S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,21-Jan-2026 03:00 PM,31-Jan-2026 11:00 AM,21-Jan-2026 03:00 PM,30-Jan-2026 11:00 AM,21-Jan-2026 03:00 PM ,30-Jan-2026 11:00 AM ,21-Jan-2026 03:00 PM,30-Jan-2026 11:00 AM,"4,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BHUBANESWAR||RW Division Nayagarh-II,ONLINE TENDER 06/ RWD-II/2025-26,2026_CERWI_124920_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,570",Yes,fixed,,Nil,Nil,SR to RD road to Jamusahi road for the year 2025-26,Road works,Please refer Tender documents. ,NA ,"9,57,000",Civil Works - Roads,NA ,Tender,90.0,30.0,NAYAGARH,752069.0,NA ,NA ,NA ,NAYAGARH,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, RC as per DTCN","S E RWD-II,NAYAGARH",NEAR DRDA,AOC,"S E RWD-II,NAYAGARH",Internal,"DAO, AE ESTR",Divya Rani Prusty,29-May-2026 01:05 PM,finsummary_577120.pdf (934.96 KB),"S E RWD-II,NAYAGARH",Internal,"DAO, AE ESTR",Divya Rani Prusty,29-May-2026 01:02 PM,techsummary_577120.pdf (934.96 KB),29-May-2026,"INR 759,776",30.0,Divya Rani Prusty,29-May-2026 01:08 PM,A.pdf (1801.00 KB),111 P1 25-26 DTD 26.02.26,CE RW I||RWCIRCLE-BHUBANESWAR||RW Division Nayagarh-II,2026_CERWI_124920_15,ONLINE TENDER 06/ RWD-II/2025-26,SR to RD road to Jamusahi road for the year 2025-26,1.0,3371301.0,DEBENDRA KUMAR PRADHAN,INR,"759,776",1,3373444,BHABANI SANKAR PRADHAN,30-Jan-2026 10:21 AM,Rejected-Finance,R,29-May-2026 01:05 PM,Finance,cs,Manisha Tripathy,02-Feb-2026 04:44 PM,finance_577120.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3371301,DEBENDRA KUMAR PRADHAN,28-Jan-2026 10:58 PM,Accepted-AOC,AOC,29-May-2026 01:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3372628,SONALI GURU,29-Jan-2026 05:07 PM,Rejected-Finance,R,29-May-2026 01:05 PM,,,,,,,AOC
