Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,OPENING SUCESSFULLY,Ranjulata Das,17-Feb-2026 05:02 PM,,BOQ Comparative Chart,1.0,3396214.0,NIRUPAMA ROUL,INR,"253,919",Municipal Bodies||Kamakhyanagar NAC,2026_ORULB_125654_37,KNR-NAC-05/2025-26,Construction of C.C. cover slab for Drain from PWD Road towards Caturvuja Khatua house in Ward No-14 at Kamakhyanagar NAC,1,3394548,BIRAJA PRASAD SASMAL,13-Feb-2026 11:06 PM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:00 PM,12-May-2026,"INR 253,919",30.0,Ranjulata Das,12-May-2026 04:04 PM,37.pdf (153.00 KB),L1 IN LOTTERY,EO,Internal,,Ranjulata Das,12-May-2026 03:43 PM,techsummary_579880.pdf (152.81 KB),EO,Internal,,Ranjulata Das,12-May-2026 04:00 PM,finsummary_579880.pdf (152.81 KB),AOC,"2,539",Yes,percentage,1.0%,Nil,Nil,Construction of C.C. cover slab for Drain from PWD Road towards Caturvuja Khatua house in Ward No-14 at Kamakhyanagar NAC,Construction of C.C. cover slab for Drain from PWD Road towards Caturvuja Khatua house in Ward No-14 at Kamakhyanagar NAC,Please refer Tender documents. ,NA ,"2,53,876",Civil Works - Others,NA ,Tender,30.0,NA ,Kamakhyanagar NAC,759018.0,NA ,NA ,NA ,KAMAKHYANAGAR NAC,No ,No,"2,000",0.0,Nil,Nil,Yes,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, PAN CARD and Other Documents",Executive Officer N.A.C.Kamakhyanaga,"Executive Officer, Kamakhyanaga NAC",07-Feb-2026 01:00 PM,17-Feb-2026 11:00 AM,07-Feb-2026 01:00 PM,16-Feb-2026 05:00 PM,NA ,NA ,07-Feb-2026 01:00 PM,16-Feb-2026 05:00 PM,Municipal Bodies||Kamakhyanagar NAC,KNR-NAC-05/2025-26,2026_ORULB_125654_37,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,2,3395879,DILESWAR GARANAYAK,14-Feb-2026 11:34 PM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:00 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Affidavit and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3396335,JAJNESWAR NAIK,15-Feb-2026 02:57 PM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:00 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3393874,NETRANANDA SAHOO,13-Feb-2026 03:13 PM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:00 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3396214,NIRUPAMA ROUL,16-Feb-2026 08:47 AM,Accepted-AOC,L1 IN LOTTERY,12-May-2026 04:04 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3397571,RASHMITA ROUT,16-Feb-2026 07:23 AM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:00 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3397203,SABITRI SAHOO,16-Feb-2026 12:47 PM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:00 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,3397197,SAROJ KUMAR BISWAL,15-Feb-2026 07:13 PM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:00 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,9,3393347,SUMITRA SAHOO,13-Feb-2026 12:27 PM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:00 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
